Date ,Hour,  Time,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) ,Weighted MCP (Rs/MWh)
07-12-2021,17,16:30 - 16:45,13461.00,12080.90,10753.40,10753.40,4400.66,4400.66
07-12-2021,17,16:45 - 17:00,13349.50,11559.50,10365.13,10365.13,5504.12,5504.12
07-12-2021,18,17:00 - 17:15,12609.30,10750.10,9663.30,9663.30,4199.61,4199.61
07-12-2021,18,17:15 - 17:30,12838.60,9676.00,9055.70,9055.70,7150.14,7150.14
07-12-2021,18,17:30 - 17:45,13177.20,9841.90,9258.45,9258.45,8520.36,8520.36
07-12-2021,18,17:45 - 18:00,13080.40,9761.90,9177.45,9177.45,8520.76,8520.76
07-12-2021,19,18:00 - 18:15,13035.20,9732.50,9089.75,9089.75,8520.08,8520.08
07-12-2021,19,18:15 - 18:30,13539.30,9617.40,9034.65,9034.65,8520.91,8520.91
07-12-2021,19,18:30 - 18:45,13030.90,9653.70,9120.95,9120.95,8520.18,8520.18
07-12-2021,19,18:45 - 19:00,12221.40,9781.30,8888.95,8888.95,5200.89,5200.89
07-12-2021,20,19:00 - 19:15,11095.20,9790.80,8780.50,8780.50,4700.24,4700.24
07-12-2021,20,19:15 - 19:30,10674.70,9841.20,8732.90,8732.90,4310.69,4310.69
07-12-2021,20,19:30 - 19:45,10525.40,9769.90,8714.50,8714.50,4959.51,4959.51
07-12-2021,20,19:45 - 20:00,10291.60,9966.30,8765.50,8765.50,4248.23,4248.23
07-12-2021,21,20:00 - 20:15,10023.70,10420.00,8741.69,8741.69,4100.17,4100.17
07-12-2021,21,20:15 - 20:30,9974.80,10640.80,8689.47,8689.47,4000.40,4000.40
07-12-2021,21,20:30 - 20:45,9812.40,11240.20,9197.50,9197.50,3499.50,3499.50
07-12-2021,21,20:45 - 21:00,9683.30,11812.20,9068.40,9068.40,3494.30,3494.30
07-12-2021,22,21:00 - 21:15,9478.10,11791.70,8421.20,8421.20,3482.87,3482.87
07-12-2021,22,21:15 - 21:30,9094.20,12137.90,8042.10,8042.10,3450.87,3450.87
07-12-2021,22,21:30 - 21:45,8742.30,12886.30,7901.00,7901.00,3159.09,3159.09
07-12-2021,22,21:45 - 22:00,8408.00,13532.30,7701.70,7701.70,2989.28,2989.28
07-12-2021,23,22:00 - 22:15,8406.90,14126.90,7208.30,7208.30,2749.69,2749.69
07-12-2021,23,22:15 - 22:30,8352.70,14582.90,7155.00,7155.00,2749.41,2749.41
07-12-2021,23,22:30 - 22:45,7846.70,14776.80,6680.10,6680.10,2695.67,2695.67
07-12-2021,23,22:45 - 23:00,7905.10,15080.90,6742.10,6742.10,2695.04,2695.04
07-12-2021,24,23:00 - 23:15,7591.20,16205.70,6529.20,6529.20,2555.59,2555.59
07-12-2021,24,23:15 - 23:30,7432.80,16359.20,6579.50,6579.50,2321.42,2321.42
07-12-2021,24,23:30 - 23:45,6779.20,16770.40,6206.50,6206.50,2000.73,2000.73
07-12-2021,24,23:45 - 24:00,6674.60,17037.40,6162.35,6162.35,1999.77,1999.77
08-12-2021,1,00:00 - 00:15,7679.50,15569.20,6187.50,6187.50,2187.09,2187.09
08-12-2021,1,00:15 - 00:30,7596.40,16390.70,6328.70,6328.70,2054.12,2054.12
08-12-2021,1,00:30 - 00:45,7441.50,17320.70,6446.81,6446.81,1999.88,1999.88
08-12-2021,1,00:45 - 01:00,7369.20,18190.70,6374.43,6374.43,1999.67,1999.67
08-12-2021,2,01:00 - 01:15,7288.10,18595.60,6307.55,6307.55,1999.49,1999.49
08-12-2021,2,01:15 - 01:30,7159.30,18933.60,6178.78,6178.78,1999.25,1999.25
08-12-2021,2,01:30 - 01:45,7241.40,19539.50,6060.79,6060.79,1999.10,1999.10
08-12-2021,2,01:45 - 02:00,7250.60,19558.50,6070.19,6070.19,1999.07,1999.07
08-12-2021,3,02:00 - 02:15,7235.80,19771.50,6050.19,6050.19,1999.10,1999.10
08-12-2021,3,02:15 - 02:30,7292.90,19855.40,6107.19,6107.19,1999.10,1999.10
08-12-2021,3,02:30 - 02:45,7210.50,19983.30,6024.80,6024.80,1986.73,1986.73
08-12-2021,3,02:45 - 03:00,7179.80,20067.30,5994.10,5994.10,1986.01,1986.01
08-12-2021,4,03:00 - 03:15,7130.30,20243.30,5996.10,5996.10,1816.26,1816.26
08-12-2021,4,03:15 - 03:30,7212.20,20337.40,6078.00,6078.00,1875.40,1875.40
08-12-2021,4,03:30 - 03:45,7250.40,20308.40,6113.00,6113.00,1900.19,1900.19
08-12-2021,4,03:45 - 04:00,7246.10,20523.70,6144.20,6144.20,1800.38,1800.38
08-12-2021,5,04:00 - 04:15,7619.20,20538.70,6433.19,6433.19,1999.04,1999.04
08-12-2021,5,04:15 - 04:30,7677.80,19541.20,6491.77,6491.77,1999.29,1999.29
08-12-2021,5,04:30 - 04:45,8098.50,18681.20,7102.82,7102.82,1999.80,1999.80
08-12-2021,5,04:45 - 05:00,8346.60,18138.80,7059.60,7059.60,2055.00,2055.00
08-12-2021,6,05:00 - 05:15,8207.10,15843.50,6698.90,6698.90,2500.25,2500.25
08-12-2021,6,05:15 - 05:30,8546.30,14067.50,6957.90,6957.90,2629.79,2629.79
08-12-2021,6,05:30 - 05:45,8579.20,12843.20,6957.10,6957.10,2878.91,2878.91
08-12-2021,6,05:45 - 06:00,8906.30,12089.90,7131.70,7131.70,2924.13,2924.13
08-12-2021,7,06:00 - 06:15,10092.00,10509.90,8320.10,8320.10,3660.10,3660.10
08-12-2021,7,06:15 - 06:30,10667.90,10185.40,8361.54,8361.54,3887.06,3887.06
08-12-2021,7,06:30 - 06:45,11881.80,10722.80,9515.60,9515.60,4329.54,4329.54
08-12-2021,7,06:45 - 07:00,12893.80,10818.00,9916.10,9916.10,4720.71,4720.71
08-12-2021,8,07:00 - 07:15,13870.50,11262.90,10457.30,10457.30,4720.89,4720.89
08-12-2021,8,07:15 - 07:30,15153.70,11582.20,10960.10,10960.10,5100.11,5100.11
08-12-2021,8,07:30 - 07:45,15540.50,11399.10,10869.00,10869.00,5300.03,5300.03
08-12-2021,8,07:45 - 08:00,15821.60,11472.50,10989.84,10989.84,5171.89,5171.89
08-12-2021,9,08:00 - 08:15,15893.90,11865.40,11291.32,11291.32,4959.07,4959.07
08-12-2021,9,08:15 - 08:30,16066.50,12260.70,11654.01,11654.01,4820.80,4820.80
08-12-2021,9,08:30 - 08:45,15279.90,12820.50,12180.40,12180.40,4520.25,4520.25
08-12-2021,9,08:45 - 09:00,14970.20,13265.20,12407.10,12407.10,4220.08,4220.08
08-12-2021,10,09:00 - 09:15,15516.80,14201.80,13006.72,13006.72,4199.16,4199.16
08-12-2021,10,09:15 - 09:30,15631.40,14072.40,12841.00,12841.00,4220.09,4220.09
08-12-2021,10,09:30 - 09:45,15378.90,14350.10,12834.01,12834.01,4205.76,4205.76
08-12-2021,10,09:45 - 10:00,15000.20,14139.20,12546.91,12546.91,4205.92,4205.92
08-12-2021,11,10:00 - 10:15,13884.50,14174.20,11677.60,11677.60,3700.85,3700.85
08-12-2021,11,10:15 - 10:30,13753.80,13768.90,11840.30,11840.30,3499.25,3499.25
08-12-2021,11,10:30 - 10:45,13487.80,13479.30,11575.90,11575.90,3499.66,3499.66
08-12-2021,11,10:45 - 11:00,13030.00,13365.80,11120.40,11120.40,3474.80,3474.80
08-12-2021,12,11:00 - 11:15,11885.00,12892.00,9892.40,9892.40,3306.21,3306.21
08-12-2021,12,11:15 - 11:30,11667.40,12434.10,9558.60,9558.60,3455.26,3455.26
08-12-2021,12,11:30 - 11:45,11296.00,12418.20,9211.20,9211.20,3451.57,3451.57
08-12-2021,12,11:45 - 12:00,10954.50,12598.00,9090.10,9090.10,3199.82,3199.82
08-12-2021,13,12:00 - 12:15,10511.50,13160.00,8783.20,8783.20,3100.15,3100.15
08-12-2021,13,12:15 - 12:30,10441.60,13689.20,8777.20,8777.20,3043.99,3043.99
08-12-2021,13,12:30 - 12:45,10170.20,13975.30,8525.80,8525.80,3043.01,3043.01
08-12-2021,13,12:45 - 13:00,9764.40,14694.90,8544.70,8544.70,2880.75,2880.75
08-12-2021,14,13:00 - 13:15,9130.80,15513.40,7857.90,7857.90,2629.59,2629.59
08-12-2021,14,13:15 - 13:30,9004.40,15744.70,7731.50,7731.50,2602.15,2602.15
08-12-2021,14,13:30 - 13:45,9678.60,15683.70,8405.70,8405.70,2602.80,2602.80
08-12-2021,14,13:45 - 14:00,9568.90,16041.60,8296.00,8296.00,2602.47,2602.47
08-12-2021,15,14:00 - 14:15,9639.60,16041.40,8372.30,8372.30,2602.18,2602.18
08-12-2021,15,14:15 - 14:30,9905.80,15934.30,8628.50,8628.50,2602.55,2602.55
08-12-2021,15,14:30 - 14:45,10617.70,16126.60,9390.10,9390.10,2705.47,2705.47
08-12-2021,15,14:45 - 15:00,11042.10,15864.30,9804.50,9804.50,2705.88,2705.88
08-12-2021,16,15:00 - 15:15,11106.00,14919.60,9699.50,9699.50,2900.83,2900.83
08-12-2021,16,15:15 - 15:30,11801.80,14511.00,9992.10,9992.10,3199.40,3199.40
08-12-2021,16,15:30 - 15:45,13127.90,13898.40,10838.00,10838.00,3306.32,3306.32
08-12-2021,16,15:45 - 16:00,13459.10,13667.60,11118.40,11118.40,3474.47,3474.47
08-12-2021,17,16:00 - 16:15,12906.40,13145.40,10719.60,10719.60,3286.99,3286.99
08-12-2021,17,16:15 - 16:30,13338.30,12379.70,10888.40,10888.40,3580.70,3580.70
08-12-2021,17,16:30 - 16:45,13721.10,12076.00,11070.10,11070.10,4494.63,4494.63
08-12-2021,17,16:45 - 17:00,13525.80,11610.90,10757.80,10757.80,4689.74,4689.74
08-12-2021,18,17:00 - 17:15,13057.90,10994.10,10088.10,10088.10,4494.83,4494.83
08-12-2021,18,17:15 - 17:30,13311.70,10278.70,9858.30,9858.30,7650.35,7650.35
08-12-2021,18,17:30 - 17:45,13635.20,9725.00,9278.30,9278.30,8520.56,8520.56
08-12-2021,18,17:45 - 18:00,13333.50,9533.10,9086.40,9086.40,8520.52,8520.52
08-12-2021,19,18:00 - 18:15,13426.00,9335.90,8912.20,8912.20,8520.40,8520.40
08-12-2021,19,18:15 - 18:30,14091.40,9308.10,8851.40,8851.40,10002.03,10002.03
08-12-2021,19,18:30 - 18:45,13561.90,9412.10,8995.40,8995.40,8520.74,8520.74
08-12-2021,19,18:45 - 19:00,12161.10,9500.70,8831.60,8831.60,5940.13,5940.13
08-12-2021,20,19:00 - 19:15,11171.20,9384.00,8653.70,8653.70,5190.20,5190.20
08-12-2021,20,19:15 - 19:30,11320.60,9792.60,9012.50,9012.50,5200.07,5200.07
08-12-2021,20,19:30 - 19:45,11337.50,10073.50,9164.10,9164.10,4800.27,4800.27
08-12-2021,20,19:45 - 20:00,11080.10,10466.60,9382.80,9382.80,4494.77,4494.77
08-12-2021,21,20:00 - 20:15,10751.40,11020.00,9587.70,9587.70,3998.84,3998.84
08-12-2021,21,20:15 - 20:30,10475.30,10964.10,9311.80,9311.80,3995.89,3995.89
08-12-2021,21,20:30 - 20:45,10216.40,11171.50,9348.10,9348.10,3599.50,3599.50
08-12-2021,21,20:45 - 21:00,10202.90,11616.60,9553.00,9553.00,3499.54,3499.54
08-12-2021,22,21:00 - 21:15,9667.50,11980.00,8591.40,8591.40,3490.57,3490.57
08-12-2021,22,21:15 - 21:30,9375.30,12730.20,8378.20,8378.20,3370.22,3370.22
08-12-2021,22,21:30 - 21:45,8879.20,13049.40,7959.60,7959.60,3286.56,3286.56
08-12-2021,22,21:45 - 22:00,8588.50,14000.40,7666.70,7666.70,3043.41,3043.41
08-12-2021,23,22:00 - 22:15,8499.40,14364.90,7216.40,7216.40,2821.20,2821.20
08-12-2021,23,22:15 - 22:30,8481.00,14421.80,7196.30,7196.30,2819.10,2819.10
08-12-2021,23,22:30 - 22:45,7858.80,15077.20,6654.20,6654.20,2736.66,2736.66
08-12-2021,23,22:45 - 23:00,7841.50,15587.60,6660.40,6660.40,2695.94,2695.94
08-12-2021,24,23:00 - 23:15,7646.20,16048.50,6507.50,6507.50,2600.68,2600.68
08-12-2021,24,23:15 - 23:30,7669.20,16304.20,6570.80,6570.80,2555.98,2555.98
08-12-2021,24,23:30 - 23:45,7033.20,16723.40,6157.60,6157.60,2299.00,2299.00
08-12-2021,24,23:45 - 24:00,6980.00,16863.40,6220.40,6220.40,2187.72,2187.72
09-12-2021,1,00:00 - 00:15,7311.50,13922.30,5489.90,5489.90,2187.38,2187.38
09-12-2021,1,00:15 - 00:30,7230.60,14755.40,5504.40,5504.40,2058.70,2058.70
09-12-2021,1,00:30 - 00:45,7229.50,15640.40,5629.40,5629.40,2055.31,2055.31
09-12-2021,1,00:45 - 01:00,7182.60,16121.40,5895.40,5895.40,2050.71,2050.71
09-12-2021,2,01:00 - 01:15,7140.80,17223.20,6057.50,6057.50,1999.88,1999.88
09-12-2021,2,01:15 - 01:30,7108.80,17513.30,6025.50,6025.50,1999.74,1999.74
09-12-2021,2,01:30 - 01:45,6992.60,17643.20,5909.30,5909.30,1999.63,1999.63
09-12-2021,2,01:45 - 02:00,7082.60,17743.30,5999.30,5999.30,1999.61,1999.61
09-12-2021,3,02:00 - 02:15,7060.70,18316.30,5979.40,5979.40,1999.61,1999.61
09-12-2021,3,02:15 - 02:30,7070.60,18337.40,5989.30,5989.30,1999.62,1999.62
09-12-2021,3,02:30 - 02:45,6977.40,18442.30,5896.10,5896.10,1999.51,1999.51
09-12-2021,3,02:45 - 03:00,6956.20,18522.20,5874.89,5874.89,1999.45,1999.45
09-12-2021,4,03:00 - 03:15,6933.80,18655.20,5851.60,5851.60,1999.34,1999.34
09-12-2021,4,03:15 - 03:30,6968.60,18677.30,5886.40,5886.40,1999.37,1999.37
09-12-2021,4,03:30 - 03:45,7090.20,18653.40,6008.00,6008.00,1999.40,1999.40
09-12-2021,4,03:45 - 04:00,7068.30,18854.40,5986.10,5986.10,1999.34,1999.34
09-12-2021,5,04:00 - 04:15,7411.50,19184.80,6377.49,6377.49,1800.77,1800.77
09-12-2021,5,04:15 - 04:30,7578.80,17905.30,6496.60,6496.60,1999.59,1999.59
09-12-2021,5,04:30 - 04:45,8056.10,17484.50,6648.30,6648.30,2054.08,2054.08
09-12-2021,5,04:45 - 05:00,8149.10,16611.70,6438.10,6438.10,2187.24,2187.24
09-12-2021,6,05:00 - 05:15,8004.80,14607.90,6317.50,6317.50,2499.95,2499.95
09-12-2021,6,05:15 - 05:30,8064.90,12975.00,6475.60,6475.60,2700.02,2700.02
09-12-2021,6,05:30 - 05:45,7985.20,11845.40,6524.80,6524.80,2850.24,2850.24
09-12-2021,6,05:45 - 06:00,8704.10,11078.00,6900.20,6900.20,2989.16,2989.16
09-12-2021,7,06:00 - 06:15,10175.10,9671.00,7764.60,7764.60,4150.27,4150.27
09-12-2021,7,06:15 - 06:30,11141.10,9152.60,7767.60,7767.60,4900.09,4900.09
09-12-2021,7,06:30 - 06:45,11811.50,9392.80,8474.10,8474.10,5400.04,5400.04
09-12-2021,7,06:45 - 07:00,12590.10,9510.70,8938.04,8938.04,5502.46,5502.46
09-12-2021,8,07:00 - 07:15,13763.10,10349.00,9861.31,9861.31,5501.34,5501.34
09-12-2021,8,07:15 - 07:30,15081.70,10741.20,10311.55,10311.55,5504.76,5504.76
09-12-2021,8,07:30 - 07:45,15187.90,10704.10,10274.45,10274.45,5504.89,5504.89
09-12-2021,8,07:45 - 08:00,15862.70,10787.10,10357.46,10357.46,5506.16,5506.16
09-12-2021,9,08:00 - 08:15,15551.80,10558.70,10069.08,10069.08,5507.96,5507.96
09-12-2021,9,08:15 - 08:30,15349.80,10456.80,9967.19,9967.19,5508.66,5508.66
09-12-2021,9,08:30 - 08:45,15001.70,11098.30,10595.61,10595.61,5300.74,5300.74
09-12-2021,9,08:45 - 09:00,14912.70,11620.20,10862.50,10862.50,4500.63,4500.63
09-12-2021,10,09:00 - 09:15,15344.20,11870.90,10921.60,10921.60,4500.70,4500.70
09-12-2021,10,09:15 - 09:30,15087.20,12008.70,11008.10,11008.10,4500.56,4500.56
09-12-2021,10,09:30 - 09:45,14467.50,12051.30,11052.80,11052.80,4500.36,4500.36
09-12-2021,10,09:45 - 10:00,14013.50,11560.60,10562.30,10562.30,4500.47,4500.47
09-12-2021,11,10:00 - 10:15,13524.50,10892.80,8895.20,8895.20,4436.22,4436.22
09-12-2021,11,10:15 - 10:30,13340.60,10872.00,9334.19,9334.19,3800.80,3800.80
09-12-2021,11,10:30 - 10:45,13012.30,11403.90,9758.10,9758.10,3800.48,3800.48
09-12-2021,11,10:45 - 11:00,12509.30,11732.30,9978.50,9978.50,3800.15,3800.15
09-12-2021,12,11:00 - 11:15,11376.90,11523.50,9017.60,9017.60,3688.27,3688.27
09-12-2021,12,11:15 - 11:30,11042.00,11631.30,8728.70,8728.70,3686.19,3686.19
09-12-2021,12,11:30 - 11:45,10593.30,11389.10,8436.30,8436.30,3609.17,3609.17
09-12-2021,12,11:45 - 12:00,10492.80,11526.00,8208.20,8208.20,3500.15,3500.15
09-12-2021,13,12:00 - 12:15,10133.30,11610.30,8179.40,8179.40,3405.70,3405.70
09-12-2021,13,12:15 - 12:30,10089.00,11654.40,8236.70,8236.70,3251.03,3251.03
09-12-2021,13,12:30 - 12:45,10194.20,11558.00,8121.20,8121.20,3236.44,3236.44
09-12-2021,13,12:45 - 13:00,9843.50,12123.30,7961.30,7961.30,3043.97,3043.97
09-12-2021,14,13:00 - 13:15,9217.70,12984.20,7133.60,7133.60,2979.46,2979.46
09-12-2021,14,13:15 - 13:30,9124.00,13436.30,7150.80,7150.80,2870.36,2870.36
09-12-2021,14,13:30 - 13:45,9486.90,13622.00,7403.80,7403.80,2979.40,2979.40
09-12-2021,14,13:45 - 14:00,9373.90,13485.30,7312.70,7312.70,2924.42,2924.42
09-12-2021,15,14:00 - 14:15,8992.80,13491.20,7146.00,7146.00,2749.61,2749.61
09-12-2021,15,14:15 - 14:30,9213.20,13549.00,7366.40,7366.40,2749.72,2749.72
09-12-2021,15,14:30 - 14:45,9219.30,13060.00,7238.54,7238.54,3000.60,3000.60
09-12-2021,15,14:45 - 15:00,9491.20,13289.80,7556.50,7556.50,3000.17,3000.17
09-12-2021,16,15:00 - 15:15,10166.60,12610.80,7754.80,7754.80,3251.69,3251.69
09-12-2021,16,15:15 - 15:30,10247.60,12206.50,8109.60,8109.60,3263.94,3263.94
09-12-2021,16,15:30 - 15:45,11522.10,11891.20,9075.20,9075.20,3499.28,3499.28
09-12-2021,16,15:45 - 16:00,11779.80,11403.70,9221.20,9221.20,3500.68,3500.68
09-12-2021,17,16:00 - 16:15,12435.00,10698.80,9110.40,9110.40,3750.37,3750.37
09-12-2021,17,16:15 - 16:30,13373.50,10380.70,8945.00,8945.00,3750.98,3750.98
09-12-2021,17,16:30 - 16:45,13670.80,10852.50,9988.20,9988.20,5020.42,5020.42
09-12-2021,17,16:45 - 17:00,13452.80,10295.70,9517.11,9517.11,5020.62,5020.62
09-12-2021,18,17:00 - 17:15,12709.20,10020.00,9253.00,9253.00,5020.16,5020.16
09-12-2021,18,17:15 - 17:30,12772.80,9077.30,8652.40,8652.40,8000.19,8000.19
09-12-2021,18,17:30 - 17:45,13316.10,9022.80,8571.60,8571.60,8000.78,8000.78
09-12-2021,18,17:45 - 18:00,13408.10,8910.80,8459.60,8459.60,8034.74,8034.74
09-12-2021,19,18:00 - 18:15,13851.40,8609.10,8150.90,8150.90,8047.49,8047.49
09-12-2021,19,18:15 - 18:30,14523.40,8499.50,8068.30,8068.30,8096.64,8096.64
09-12-2021,19,18:30 - 18:45,14114.20,8565.70,8184.50,8184.50,8085.16,8085.16
09-12-2021,19,18:45 - 19:00,12838.50,8692.80,8307.50,8307.50,8015.52,8015.52
09-12-2021,20,19:00 - 19:15,11242.00,8656.60,8047.40,8047.40,5930.16,5930.16
09-12-2021,20,19:15 - 19:30,11399.90,9162.80,8520.70,8520.70,5500.44,5500.44
09-12-2021,20,19:30 - 19:45,11511.50,9382.50,8574.00,8574.00,5300.64,5300.64
09-12-2021,20,19:45 - 20:00,11189.50,9612.90,8610.40,8610.40,4900.43,4900.43
09-12-2021,21,20:00 - 20:15,10811.80,10513.70,9086.02,9086.02,4199.07,4199.07
09-12-2021,21,20:15 - 20:30,10660.80,10244.40,8783.10,8783.10,4200.65,4200.65
09-12-2021,21,20:30 - 20:45,10340.40,10139.80,8386.80,8386.80,3770.60,3770.60
09-12-2021,21,20:45 - 21:00,10152.00,10451.50,8552.00,8552.00,3628.43,3628.43
09-12-2021,22,21:00 - 21:15,9625.70,10877.80,8442.70,8442.70,3499.11,3499.11
09-12-2021,22,21:15 - 21:30,9600.70,11756.50,8420.00,8420.00,3491.86,3491.86
09-12-2021,22,21:30 - 21:45,9323.40,11792.60,8172.70,8172.70,3491.38,3491.38
09-12-2021,22,21:45 - 22:00,8977.40,12384.60,7915.90,7915.90,3306.69,3306.69
09-12-2021,23,22:00 - 22:15,8588.40,13141.90,6894.60,6894.60,2989.81,2989.81
09-12-2021,23,22:15 - 22:30,8360.30,13408.20,6702.40,6702.40,2979.17,2979.17
09-12-2021,23,22:30 - 22:45,7798.30,14097.40,6375.20,6375.20,2749.90,2749.90
09-12-2021,23,22:45 - 23:00,7611.40,14535.00,6201.90,6201.90,2705.35,2705.35
09-12-2021,24,23:00 - 23:15,7486.10,14856.20,6227.60,6227.60,2695.46,2695.46
09-12-2021,24,23:15 - 23:30,7386.90,15168.80,6204.20,6204.20,2555.97,2555.97
09-12-2021,24,23:30 - 23:45,6841.40,15544.90,5981.80,5981.80,2187.74,2187.74
09-12-2021,24,23:45 - 24:00,6876.00,15833.90,6016.40,6016.40,2187.13,2187.13
10-12-2021,1,00:00 - 00:15,7482.90,13430.80,5946.10,5946.10,2200.35,2200.35
10-12-2021,1,00:15 - 00:30,7298.10,14354.40,5799.40,5799.40,2187.11,2187.11
10-12-2021,1,00:30 - 00:45,7209.50,15231.90,5858.10,5858.10,2055.09,2055.09
10-12-2021,1,00:45 - 01:00,7116.30,16209.80,6121.09,6121.09,2000.09,2000.09
10-12-2021,2,01:00 - 01:15,7090.90,16770.80,6113.40,6113.40,1999.84,1999.84
10-12-2021,2,01:15 - 01:30,7071.20,17462.80,6094.10,6094.10,1999.75,1999.75
10-12-2021,2,01:30 - 01:45,6992.90,17741.70,6016.30,6016.30,1999.57,1999.57
10-12-2021,2,01:45 - 02:00,6963.60,17851.70,5986.70,5986.70,1999.49,1999.49
10-12-2021,3,02:00 - 02:15,6854.90,18204.70,5879.40,5879.40,1999.33,1999.33
10-12-2021,3,02:15 - 02:30,6849.60,18282.60,5874.40,5874.40,1999.29,1999.29
10-12-2021,3,02:30 - 02:45,6776.80,18298.50,5801.30,5801.30,1999.24,1999.24
10-12-2021,3,02:45 - 03:00,6756.40,18214.50,5781.10,5781.10,1999.24,1999.24
10-12-2021,4,03:00 - 03:15,6951.70,18310.50,5975.20,5975.20,1999.33,1999.33
10-12-2021,4,03:15 - 03:30,6991.30,18426.50,6014.99,6014.99,1999.31,1999.31
10-12-2021,4,03:30 - 03:45,6989.60,18343.60,6013.50,6013.50,1999.29,1999.29
10-12-2021,4,03:45 - 04:00,6986.60,18409.20,6010.70,6010.70,1999.22,1999.22
10-12-2021,5,04:00 - 04:15,7184.50,18907.50,6294.40,6294.40,1799.71,1799.71
10-12-2021,5,04:15 - 04:30,7079.10,17611.00,6103.60,6103.60,1999.04,1999.04
10-12-2021,5,04:30 - 04:45,7253.80,17180.20,6380.90,6380.90,1999.56,1999.56
10-12-2021,5,04:45 - 05:00,7382.90,16251.40,6436.00,6436.00,2000.94,2000.94
10-12-2021,6,05:00 - 05:15,7362.00,14274.90,6087.40,6087.40,2499.94,2499.94
10-12-2021,6,05:15 - 05:30,7797.60,12335.00,6295.00,6295.00,2749.48,2749.48
10-12-2021,6,05:30 - 05:45,7682.20,10863.90,6263.80,6263.80,2882.07,2882.07
10-12-2021,6,05:45 - 06:00,7980.70,10686.80,6506.20,6506.20,2958.46,2958.46
10-12-2021,7,06:00 - 06:15,8756.20,9420.40,7468.56,7468.56,3500.50,3500.50
10-12-2021,7,06:15 - 06:30,9486.90,9459.00,7830.20,7830.20,3737.31,3737.31
10-12-2021,7,06:30 - 06:45,10581.00,10134.60,8596.82,8596.82,3850.64,3850.64
10-12-2021,7,06:45 - 07:00,11378.30,10170.40,8930.94,8930.94,4150.37,4150.37
10-12-2021,8,07:00 - 07:15,12921.70,9780.40,9106.14,9106.14,5504.18,5504.18
10-12-2021,8,07:15 - 07:30,14196.00,10173.40,9607.19,9607.19,5508.87,5508.87
10-12-2021,8,07:30 - 07:45,14904.00,10132.50,9656.70,9656.70,5750.37,5750.37
10-12-2021,8,07:45 - 08:00,15640.30,10279.50,9853.71,9853.71,5750.69,5750.69
10-12-2021,9,08:00 - 08:15,15808.80,10484.00,10096.81,10096.81,5750.81,5750.81
10-12-2021,9,08:15 - 08:30,15891.70,10921.10,10533.91,10533.91,5750.65,5750.65
10-12-2021,9,08:30 - 08:45,15517.80,11561.40,11174.20,11174.20,5750.31,5750.31
10-12-2021,9,08:45 - 09:00,15267.60,12088.60,11521.60,11521.60,4750.29,4750.29
10-12-2021,10,09:00 - 09:15,14780.10,12263.90,11641.30,11641.30,4750.17,4750.17
10-12-2021,10,09:15 - 09:30,14657.60,12405.10,11732.50,11732.50,4750.06,4750.06
10-12-2021,10,09:30 - 09:45,13993.10,11327.90,10671.90,10671.90,4750.35,4750.35
10-12-2021,10,09:45 - 10:00,13423.00,10911.10,10255.40,10255.40,4750.33,4750.33
10-12-2021,11,10:00 - 10:15,12805.90,10612.60,9862.00,9862.00,4750.30,4750.30
10-12-2021,11,10:15 - 10:30,12719.10,10491.20,9261.60,9261.60,4020.58,4020.58
10-12-2021,11,10:30 - 10:45,12568.90,10056.90,8719.50,8719.50,4020.78,4020.78
10-12-2021,11,10:45 - 11:00,12229.00,10238.70,8791.40,8791.40,4020.60,4020.60
10-12-2021,12,11:00 - 11:15,11295.40,9905.30,8129.69,8129.69,3900.51,3900.51
10-12-2021,12,11:15 - 11:30,10928.30,9909.80,7924.29,7924.29,3900.46,3900.46
10-12-2021,12,11:30 - 11:45,10382.00,9998.80,7853.30,7853.30,3800.26,3800.26
10-12-2021,12,11:45 - 12:00,10018.90,10200.30,7914.79,7914.79,3800.03,3800.03
10-12-2021,13,12:00 - 12:15,9786.90,10331.10,7605.40,7605.40,3693.60,3693.60
10-12-2021,13,12:15 - 12:30,9612.10,10778.40,7774.20,7774.20,3499.45,3499.45
10-12-2021,13,12:30 - 12:45,9739.80,10755.70,7665.10,7665.10,3499.84,3499.84
10-12-2021,13,12:45 - 13:00,9557.20,10796.80,7331.20,7331.20,3300.12,3300.12
10-12-2021,14,13:00 - 13:15,8939.40,11713.80,6805.60,6805.60,3043.04,3043.04
10-12-2021,14,13:15 - 13:30,8843.00,11945.20,6837.10,6837.10,2989.19,2989.19
10-12-2021,14,13:30 - 13:45,9288.00,12476.40,7110.60,7110.60,2979.89,2979.89
10-12-2021,14,13:45 - 14:00,9061.10,13048.20,7138.40,7138.40,2709.29,2709.29
10-12-2021,15,14:00 - 14:15,9124.90,13664.20,7331.90,7331.90,2705.66,2705.66
10-12-2021,15,14:15 - 14:30,9500.90,13355.30,7628.90,7628.90,2749.31,2749.31
10-12-2021,15,14:30 - 14:45,9650.50,13558.50,7906.50,7906.50,2800.17,2800.17
10-12-2021,15,14:45 - 15:00,10074.40,13089.50,8053.60,8053.60,2950.88,2950.88
10-12-2021,16,15:00 - 15:15,10665.90,12442.10,8239.80,8239.80,3043.76,3043.76
