date,hour,time,purchase bid,sell bid,mcv,fsv,mcp,Weighted MCP (Rs/MWh),,
07-11-2021,14,13:45 - 14:00,4414.5,14543,4298.9,4298.9,1499.11,1499.11,,
07-11-2021,15,14:00 - 14:15,4444.7,14297.6,4329.6,4329.6,1499.17,1499.17,,
07-11-2021,15,14:15 - 14:30,4686.2,14027.8,4571.1,4571.1,1499.37,1499.37,,
07-11-2021,15,14:30 - 14:45,4779.9,13513.5,4664.8,4664.8,1499.52,1499.52,,
07-11-2021,15,14:45 - 15:00,5065,12909.6,4942.6,4942.6,1549.07,1549.07,,
07-11-2021,16,15:00 - 15:15,5387.3,12303.9,5262.8,5262.8,1999.39,1999.39,,
07-11-2021,16,15:15 - 15:30,5537.2,11868,5379.3,5379.3,2188.77,2188.77,,
07-11-2021,16,15:30 - 15:45,6464.8,11213.6,5737.2,5737.2,2819.31,2819.31,,
07-11-2021,16,15:45 - 16:00,6503.2,10676.2,5589.8,5589.8,3000.74,3000.74,,
07-11-2021,17,16:00 - 16:15,6352.4,10610,5520.69,5520.69,2800.6,2800.6,,
07-11-2021,17,16:15 - 16:30,6349.3,10316.9,5479.6,5479.6,2800.86,2800.86,,
07-11-2021,17,16:30 - 16:45,6675.7,9729,5398.1,5398.1,3010.1,3010.1,,
07-11-2021,17,16:45 - 17:00,6778.1,9375.8,5441.9,5441.9,3051.33,3051.33,,
07-11-2021,18,17:00 - 17:15,6571.6,9366.6,5291.6,5291.6,3029.81,3029.81,,
07-11-2021,18,17:15 - 17:30,6921.7,9727.9,5471.7,5471.7,3199.68,3199.68,,
07-11-2021,18,17:30 - 17:45,7605.9,10077.8,6024.2,6024.2,3389.97,3389.97,,
07-11-2021,18,17:45 - 18:00,8366.4,10265.4,6526.8,6526.8,3579.16,3579.16,,
07-11-2021,19,18:00 - 18:15,8545.2,9937,6933.5,6933.5,3989.05,3989.05,,
07-11-2021,19,18:15 - 18:30,9181.4,9630.4,6952.2,6952.2,4678.63,4678.63,,
07-11-2021,19,18:30 - 18:45,9377.3,9587.3,6888.5,6888.5,4678.28,4678.28,,
07-11-2021,19,18:45 - 19:00,9217.7,9786.8,6880,6880,4200.16,4200.16,,
07-11-2021,20,19:00 - 19:15,8428.4,10115.3,6861.3,6861.3,3750.64,3750.64,,
07-11-2021,20,19:15 - 19:30,7642.6,10198.3,6844.07,6844.07,3500.08,3500.08,,
07-11-2021,20,19:30 - 19:45,7239.4,10433.2,6577.8,6577.8,3389.98,3389.98,,
07-11-2021,20,19:45 - 20:00,7103.1,10444.4,6441.5,6441.5,3389.1,3389.1,,
07-11-2021,21,20:00 - 20:15,7021.9,11554.6,6470.2,6470.2,3029.5,3029.5,,
07-11-2021,21,20:15 - 20:30,6824.7,11236.4,6273,6273,3029.87,3029.87,,
07-11-2021,21,20:30 - 20:45,6762,11241.5,6210.3,6210.3,3029.74,3029.74,,
07-11-2021,21,20:45 - 21:00,6778.7,10931.6,6224.2,6224.2,3199.41,3199.41,,
07-11-2021,22,21:00 - 21:15,6830,10108.9,5842.1,5842.1,3305.67,3305.67,,
07-11-2021,22,21:15 - 21:30,6787.7,9952.8,5658,5658,3279.22,3279.22,,
07-11-2021,22,21:30 - 21:45,6513.4,10382,5754.6,5754.6,3099.08,3099.08,,
07-11-2021,22,21:45 - 22:00,6436.7,10056.3,5649.5,5649.5,3209.03,3209.03,,
07-11-2021,23,22:00 - 22:15,7104.4,10005.6,5419.9,5419.9,3099.36,3099.36,,
07-11-2021,23,22:15 - 22:30,7029.1,9974,5271.7,5271.7,3029.77,3029.77,,
07-11-2021,23,22:30 - 22:45,7093.6,10202.1,5262.6,5262.6,3029.5,3029.5,,
07-11-2021,23,22:45 - 23:00,7097.2,10350.5,5268.7,5268.7,3029.1,3029.1,,
07-11-2021,24,23:00 - 23:15,6980.8,9995.1,5192.6,5192.6,3010.23,3010.23,,
07-11-2021,24,23:15 - 23:30,6902.7,10161.5,5300.3,5300.3,2977.64,2977.64,,
07-11-2021,24,23:30 - 23:45,6288.6,10532.2,5030.3,5030.3,2849.5,2849.5,,
07-11-2021,24,23:45 - 24:00,6247.6,10617.6,4991.9,4991.9,2819.84,2819.84,,
08-11-2021,1,00:00 - 00:15,5989.5,10964.1,4906.99,4906.99,2500.02,2500.02,,
08-11-2021,1,00:15 - 00:30,5978.8,11134,4898.2,4898.2,2476.14,2476.14,,
08-11-2021,1,00:30 - 00:45,5961.3,11040.1,4822.07,4822.07,2500.98,2500.98,,
08-11-2021,1,00:45 - 01:00,5988.9,11220,4888.42,4888.42,2500.33,2500.33,,
08-11-2021,2,01:00 - 01:15,5993.5,11303.7,4915.1,4915.1,2476.65,2476.65,,
08-11-2021,2,01:15 - 01:30,5966.4,11442.8,4888.8,4888.8,2432.8,2432.8,,
08-11-2021,2,01:30 - 01:45,5891.4,11602.2,4813.8,4813.8,2430.59,2430.59,,
08-11-2021,2,01:45 - 02:00,5859.2,11769.3,4782.6,4782.6,2409.93,2409.93,,
08-11-2021,3,02:00 - 02:15,5603.3,11989.4,4570.4,4570.4,2306.12,2306.12,,
08-11-2021,3,02:15 - 02:30,5521.3,12169.4,4619.5,4619.5,2188.7,2188.7,,
08-11-2021,3,02:30 - 02:45,5380.7,12272.4,4516.7,4516.7,2100.37,2100.37,,
08-11-2021,3,02:45 - 03:00,5242,12406.3,4539.6,4539.6,1999.81,1999.81,,
08-11-2021,4,03:00 - 03:15,5146.2,12641.3,4448.3,4448.3,1999.33,1999.33,,
08-11-2021,4,03:15 - 03:30,5074.7,12727.3,4376.8,4376.8,1999.09,1999.09,,
08-11-2021,4,03:30 - 03:45,5124.6,12725.8,4426.9,4426.9,1999.04,1999.04,,
08-11-2021,4,03:45 - 04:00,5031.5,12738.8,4333.8,4333.8,1997.23,1997.23,,
08-11-2021,5,04:00 - 04:15,5185.8,12704.7,4487.7,4487.7,1997.32,1997.32,,
08-11-2021,5,04:15 - 04:30,5193.2,12238.3,4495.3,4495.3,1999.5,1999.5,,
08-11-2021,5,04:30 - 04:45,5210.6,11596.5,4483.3,4483.3,2000.38,2000.38,,
08-11-2021,5,04:45 - 05:00,5414.1,11052.1,4377.6,4377.6,2200.94,2200.94,,
08-11-2021,6,05:00 - 05:15,5877.6,9729.1,4455.9,4455.9,2779.47,2779.47,,
08-11-2021,6,05:15 - 05:30,6157,9237.6,4467.6,4467.6,2909.43,2909.43,,
08-11-2021,6,05:30 - 05:45,6104.8,9083.5,4509.6,4509.6,2940.38,2940.38,,
08-11-2021,6,05:45 - 06:00,6401.3,8975.5,4600.5,4600.5,2968.29,2968.29,,
08-11-2021,7,06:00 - 06:15,8268.1,9331.7,6275,6275,3509.07,3509.07,,
08-11-2021,7,06:15 - 06:30,8977,9618.9,6752.2,6752.2,3750.36,3750.36,,
08-11-2021,7,06:30 - 06:45,9742.6,9893.4,7340.2,7340.2,3759.61,3759.61,,
08-11-2021,7,06:45 - 07:00,9982.6,9846.7,7575.7,7575.7,3791.1,3791.1,,
08-11-2021,8,07:00 - 07:15,10399,9915.4,7706.1,7706.1,3855.84,3855.84,,
08-11-2021,8,07:15 - 07:30,11033.3,9933.2,7939.3,7939.3,4299.3,4299.3,,
08-11-2021,8,07:30 - 07:45,10960.3,10102.1,8062.7,8062.7,4009.07,4009.07,,
08-11-2021,8,07:45 - 08:00,10419.1,10415.1,8022.4,8022.4,3791.45,3791.45,,
08-11-2021,9,08:00 - 08:15,10400.1,10117,7904.1,7904.1,3850.69,3850.69,,
08-11-2021,9,08:15 - 08:30,10160.1,10490.8,7853.8,7853.8,3759.28,3759.28,,
08-11-2021,9,08:30 - 08:45,9440.1,10694.5,7359.3,7359.3,3399.33,3399.33,,
08-11-2021,9,08:45 - 09:00,9186.3,10790.3,7180.5,7180.5,3399.11,3399.11,,
08-11-2021,10,09:00 - 09:15,9759.3,10387.3,7135,7135,3499.78,3499.78,,
08-11-2021,10,09:15 - 09:30,9788.8,10291.7,7094.85,7094.85,3509.4,3509.4,,
08-11-2021,10,09:30 - 09:45,10143.3,10462.7,6776,6776,3389.14,3389.14,,
08-11-2021,10,09:45 - 10:00,9992.2,10591.9,6730.99,6730.99,3333.81,3333.81,,
08-11-2021,11,10:00 - 10:15,9470.4,10950.2,6547.4,6547.4,3029.72,3029.72,,
08-11-2021,11,10:15 - 10:30,9781.1,11015.5,6722.9,6722.9,3050.3,3050.3,,
08-11-2021,11,10:30 - 10:45,9849.9,10869.5,6620.3,6620.3,3106,3106,,
08-11-2021,11,10:45 - 11:00,9721.2,11001.2,6600.9,6600.9,3029.94,3029.94,,
08-11-2021,12,11:00 - 11:15,9838.4,11291.1,6397.4,6397.4,3000.49,3000.49,,
08-11-2021,12,11:15 - 11:30,9604.8,11481.2,6428.6,6428.6,3000.44,3000.44,,
08-11-2021,12,11:30 - 11:45,9039.9,11471.2,6063.9,6063.9,2956.91,2956.91,,
08-11-2021,12,11:45 - 12:00,8791,11443.1,5979.18,5979.18,2900.88,2900.88,,
08-11-2021,13,12:00 - 12:15,8126.5,11643.3,5535.8,5535.8,2779.2,2779.2,,
08-11-2021,13,12:15 - 12:30,7954.6,11610.9,5502.59,5502.59,2750.24,2750.24,,
08-11-2021,13,12:30 - 12:45,7498.2,11732.1,5483.1,5483.1,2650.44,2650.44,,
08-11-2021,13,12:45 - 13:00,7151.7,11778.2,5550.6,5550.6,2600.51,2600.51,,
08-11-2021,14,13:00 - 13:15,6190.6,12195.1,5179.4,5179.4,2188.94,2188.94,,
08-11-2021,14,13:15 - 13:30,6067.6,12389.8,5056.4,5056.4,2188.18,2188.18,,
08-11-2021,14,13:30 - 13:45,6176.8,12424.5,5053.4,5053.4,1999.95,1999.95,,
08-11-2021,14,13:45 - 14:00,6197.5,12370.4,5074.1,5074.1,1999.92,1999.92,,
08-11-2021,15,14:00 - 14:15,7487.9,12276.5,5916.1,5916.1,2430.13,2430.13,,
08-11-2021,15,14:15 - 14:30,7880.5,12038.9,6172.6,6172.6,2600.04,2600.04,,
08-11-2021,15,14:30 - 14:45,8119.9,11853.3,6164.6,6164.6,2600.28,2600.28,,
08-11-2021,15,14:45 - 15:00,8691.2,11708.6,6234.09,6234.09,2750.56,2750.56,,
08-11-2021,16,15:00 - 15:15,10022.8,11360.4,6676,6676,3000.99,3000.99,,
08-11-2021,16,15:15 - 15:30,10389.9,10987.1,6804.3,6804.3,3100.13,3100.13,,
08-11-2021,16,15:30 - 15:45,10542.5,10974,7298.8,7298.8,3389.31,3389.31,,
08-11-2021,16,15:45 - 16:00,10748.1,10509.6,7389.1,7389.1,3692.75,3692.75,,
08-11-2021,17,16:00 - 16:15,10642.8,10092.4,7574.26,7574.26,3850.62,3850.62,,
08-11-2021,17,16:15 - 16:30,10849.2,9751.7,7497.9,7497.9,4000.29,4000.29,,
08-11-2021,17,16:30 - 16:45,10918.7,9105.8,6982,6982,4000.93,4000.93,,
08-11-2021,17,16:45 - 17:00,10921.8,9105.6,7083.9,7083.9,4000.94,4000.94,,
08-11-2021,18,17:00 - 17:15,10534.2,8291.6,6491.7,6491.7,4009.4,4009.4,,
08-11-2021,18,17:15 - 17:30,10651.7,7941.3,6400.7,6400.7,4599.02,4599.02,,
08-11-2021,18,17:30 - 17:45,11339.5,8014.1,6891.5,6891.5,5379.27,5379.27,,
08-11-2021,18,17:45 - 18:00,11818.1,8279.8,7407.6,7407.6,6628.65,6628.65,,
08-11-2021,19,18:00 - 18:15,11273.3,8043.7,7217.7,7217.7,6666.13,6666.13,,
08-11-2021,19,18:15 - 18:30,11677,7870.1,7104.1,7104.1,6666.8,6666.8,,
08-11-2021,19,18:30 - 18:45,11664.5,7851.1,7199.4,7199.4,6690.66,6690.66,,
08-11-2021,19,18:45 - 19:00,11382.2,8015.5,7217,7217,6666.4,6666.4,,
08-11-2021,20,19:00 - 19:15,10276.7,8481.3,7348.2,7348.2,4900.03,4900.03,,
08-11-2021,20,19:15 - 19:30,9728.6,8605.4,7264.3,7264.3,4400.34,4400.34,,
08-11-2021,20,19:30 - 19:45,8450.6,8990,7162,7162,3809.64,3809.64,,
08-11-2021,20,19:45 - 20:00,8138,9337.4,6953.5,6953.5,3759.6,3759.6,,
08-11-2021,21,20:00 - 20:15,7715.5,9652.4,6828.5,6828.5,3500.77,3500.77,,
08-11-2021,21,20:15 - 20:30,7607.6,9608.9,6641,6641,3509.61,3509.61,,
08-11-2021,21,20:30 - 20:45,7508.6,9673.3,6631.39,6631.39,3500.68,3500.68,,
08-11-2021,21,20:45 - 21:00,7458.7,9835.1,6653.3,6653.3,3479.27,3479.27,,
08-11-2021,22,21:00 - 21:15,7532.7,9318.9,6450,6450,3500.02,3500.02,,
08-11-2021,22,21:15 - 21:30,7691.3,9541.5,6542.59,6542.59,3500.6,3500.6,,
08-11-2021,22,21:30 - 21:45,7490.3,9765.1,6463.2,6463.2,3399.26,3399.26,,
08-11-2021,22,21:45 - 22:00,7306.5,9928.1,6279.4,6279.4,3389.28,3389.28,,
08-11-2021,23,22:00 - 22:15,7885.9,9505.8,5580.97,5580.97,3333.88,3333.88,,
08-11-2021,23,22:15 - 22:30,7673.9,9621.7,5696.76,5696.76,3333.37,3333.37,,
08-11-2021,23,22:30 - 22:45,7495.3,9809.7,5632.88,5632.88,3199.9,3199.9,,
08-11-2021,23,22:45 - 23:00,7402.9,9818.3,5613,5613,3269.95,3269.95,,
08-11-2021,24,23:00 - 23:15,7087.2,9721.8,5409.3,5409.3,3029.73,3029.73,,
08-11-2021,24,23:15 - 23:30,6929.6,9724.9,5339.9,5339.9,3029.35,3029.35,,
08-11-2021,24,23:30 - 23:45,6564.7,10065.8,5096,5096,2989.53,2989.53,,
08-11-2021,24,23:45 - 24:00,6429.6,10221.7,4960.9,4960.9,2989.01,2989.01,,
09-11-2021,1,00:00 - 00:15,7384.4,11094.2,6165.74,6165.74,2819.45,2819.45,,
09-11-2021,1,00:15 - 00:30,7351.4,11306.2,6133.25,6133.25,2815.53,2815.53,,
09-11-2021,1,00:30 - 00:45,7332.9,11237.2,6110.89,6110.89,2849.43,2849.43,,
09-11-2021,1,00:45 - 01:00,7256.6,11496.8,6039.1,6039.1,2815.09,2815.09,,
09-11-2021,2,01:00 - 01:15,7268.3,11461.3,6057.48,6057.48,2815.28,2815.28,,
09-11-2021,2,01:15 - 01:30,7135.7,11049.3,5924.49,5924.49,2815.98,2815.98,,
09-11-2021,2,01:30 - 01:45,7057.7,11006.4,5889.12,5889.12,2779.98,2779.98,,
09-11-2021,2,01:45 - 02:00,6940.9,11116.4,5772.8,5772.8,2779.37,2779.37,,
09-11-2021,3,02:00 - 02:15,6870.9,11198.4,5823.37,5823.37,2692.93,2692.93,,
09-11-2021,3,02:15 - 02:30,6877.2,11368.4,5871.78,5871.78,2624.98,2624.98,,
09-11-2021,3,02:30 - 02:45,6802,11505.4,5836.6,5836.6,2590.96,2590.96,,
09-11-2021,3,02:45 - 03:00,6583.4,11732.3,5708.7,5708.7,2432.41,2432.41,,
09-11-2021,4,03:00 - 03:15,6790.2,11865.3,5545.5,5545.5,2409.14,2409.14,,
09-11-2021,4,03:15 - 03:30,6780,12007.3,5528.7,5528.7,2300.17,2300.17,,
09-11-2021,4,03:30 - 03:45,6718.7,12001.3,5549.8,5549.8,2194.14,2194.14,,
09-11-2021,4,03:45 - 04:00,6540,12091.3,5569.63,5569.63,1999.84,1999.84,,
09-11-2021,5,04:00 - 04:15,6532.5,12112.2,5559.33,5559.33,1999.71,1999.71,,
09-11-2021,5,04:15 - 04:30,6444.3,11592.2,5328.7,5328.7,2200.56,2200.56,,
09-11-2021,5,04:30 - 04:45,6568.1,10982.2,5326.7,5326.7,2409.3,2409.3,,
09-11-2021,5,04:45 - 05:00,6762.8,10579.3,5418.8,5418.8,2430.57,2430.57,,
09-11-2021,6,05:00 - 05:15,6895.2,9554.5,5161.9,5161.9,2815.48,2815.48,,
09-11-2021,6,05:15 - 05:30,7305,8642,5198.2,5198.2,3099.7,3099.7,,
09-11-2021,6,05:30 - 05:45,7960.2,8371.4,5562.22,5562.22,3500.74,3500.74,,
09-11-2021,6,05:45 - 06:00,8159.4,8270.8,5537.8,5537.8,3547.78,3547.78,,
09-11-2021,7,06:00 - 06:15,8890.9,8681.2,6280.8,6280.8,3759.38,3759.38,,
09-11-2021,7,06:15 - 06:30,9795,8958.3,6920.3,6920.3,3700.13,3700.13,,
09-11-2021,7,06:30 - 06:45,10836.5,9385.8,7596.7,7596.7,3898.25,3898.25,,
09-11-2021,7,06:45 - 07:00,11623.2,9699.8,8112.9,8112.9,4051.17,4051.17,,
09-11-2021,8,07:00 - 07:15,12844.7,9761.3,8331.7,8331.7,4900.07,4900.07,,
09-11-2021,8,07:15 - 07:30,13327.9,9749.2,8452,8452,5020.88,5020.88,,
09-11-2021,8,07:30 - 07:45,13463.4,9824.1,8457.9,8457.9,5020.88,5020.88,,
09-11-2021,8,07:45 - 08:00,13395.2,9992.6,8545.5,8545.5,4900.25,4900.25,,
09-11-2021,9,08:00 - 08:15,12607.7,10017.3,8626.1,8626.1,4500.31,4500.31,,
09-11-2021,9,08:15 - 08:30,12537,10052.1,8663.5,8663.5,4850.01,4850.01,,
09-11-2021,9,08:30 - 08:45,12793.3,10186.9,8195.3,8195.3,4520.54,4520.54,,
09-11-2021,9,08:45 - 09:00,12536.3,10198.3,8206.7,8206.7,4520.33,4520.33,,
09-11-2021,10,09:00 - 09:15,12856.3,9668.7,8175,8175,4520.58,4520.58,,
09-11-2021,10,09:15 - 09:30,12727.8,9838.2,8163,8163,4520.36,4520.36,,
09-11-2021,10,09:30 - 09:45,12411.1,10016.7,8179.5,8179.5,4471.74,4471.74,,
09-11-2021,10,09:45 - 10:00,12411.6,10173.1,8116.3,8116.3,3987.85,3987.85,,
09-11-2021,11,10:00 - 10:15,11811.2,10692.4,7395.3,7395.3,3642.57,3642.57,,
09-11-2021,11,10:15 - 10:30,11698.1,10652.5,7382.7,7382.7,3641.56,3641.56,,
09-11-2021,11,10:30 - 10:45,11196.5,10689.8,7227.6,7227.6,3519.22,3519.22,,
09-11-2021,11,10:45 - 11:00,11096.2,10787.1,7228.4,7228.4,3479.42,3479.42,,
09-11-2021,12,11:00 - 11:15,10859.1,11173.1,7091.4,7091.4,3295.15,3295.15,,
09-11-2021,12,11:15 - 11:30,10574.3,11497.3,6997.3,6997.3,3277.08,3277.08,,
09-11-2021,12,11:30 - 11:45,10083.2,11489.4,6944.3,6944.3,3199.83,3199.83,,
09-11-2021,12,11:45 - 12:00,9839.9,11431,6887.1,6887.1,3099.52,3099.52,,
09-11-2021,13,12:00 - 12:15,9364.5,11619.2,6599.7,6599.7,3010.31,3010.31,,
09-11-2021,13,12:15 - 12:30,9096.7,11541,6616.1,6616.1,3000.6,3000.6,,
09-11-2021,13,12:30 - 12:45,8649.3,11773,6552.2,6552.2,2900.14,2900.14,,
09-11-2021,13,12:45 - 13:00,8105.4,11708.1,6338.4,6338.4,2779.83,2779.83,,
09-11-2021,14,13:00 - 13:15,7012.9,12132.9,5735.6,5735.6,2188.84,2188.84,,
09-11-2021,14,13:15 - 13:30,6892.4,12323.5,5615.1,5615.1,2188.42,2188.42,,
09-11-2021,14,13:30 - 13:45,6909,12079.3,5632.9,5632.9,2188.77,2188.77,,
09-11-2021,14,13:45 - 14:00,6931.1,12052.3,5655,5655,2188.57,2188.57,,
09-11-2021,15,14:00 - 14:15,7571.6,11877.8,6074.6,6074.6,2409.8,2409.8,,
09-11-2021,15,14:15 - 14:30,7895.4,11684.4,6388.4,6388.4,2480.28,2480.28,,
09-11-2021,15,14:30 - 14:45,8101.7,11349.7,6522.3,6522.3,2550.63,2550.63,,
09-11-2021,15,14:45 - 15:00,8561.4,11068,6779.7,6779.7,2779.5,2779.5,,
09-11-2021,16,15:00 - 15:15,9333.4,10287.8,6771.4,6771.4,3010.98,3010.98,,
09-11-2021,16,15:15 - 15:30,9742.2,9947.3,6705.2,6705.2,3359.58,3359.58,,
09-11-2021,16,15:30 - 15:45,9795.2,10345.6,6923.5,6923.5,3170.01,3170.01,,
09-11-2021,16,15:45 - 16:00,10199.8,10445.1,7216.6,7216.6,3499.09,3499.09,,
09-11-2021,17,16:00 - 16:15,9765,10289.7,7056,7056,3151.25,3151.25,,
09-11-2021,17,16:15 - 16:30,10120.7,10268.9,7296.1,7296.1,3359.44,3359.44,,
09-11-2021,17,16:30 - 16:45,10963.3,9691.3,7674,7674,4209.23,4209.23,,
09-11-2021,17,16:45 - 17:00,11320.7,9308.6,7712.4,7712.4,4999.01,4999.01,,
09-11-2021,18,17:00 - 17:15,10421.9,8510.6,7191.19,7191.19,4999.66,4999.66,,
09-11-2021,18,17:15 - 17:30,10695.2,8461,7439.3,7439.3,6000.4,6000.4,,
09-11-2021,18,17:30 - 17:45,11082.5,8866.2,7895.7,7895.7,6500.6,6500.6,,
09-11-2021,18,17:45 - 18:00,11522.7,8789.3,8252.2,8252.2,7333.19,7333.19,,
09-11-2021,19,18:00 - 18:15,11336.6,8409.6,7929.4,7929.4,7333.62,7333.62,,
09-11-2021,19,18:15 - 18:30,12065.2,8284.9,7824.7,7824.7,7555.88,7555.88,,
09-11-2021,19,18:30 - 18:45,12145.8,8165.9,7705.7,7705.7,8000.18,8000.18,,
09-11-2021,19,18:45 - 19:00,11742.5,8282.9,7762.7,7762.7,7555.35,7555.35,,
09-11-2021,20,19:00 - 19:15,10799.5,8391.7,7720.97,7720.97,6690.58,6690.58,,
09-11-2021,20,19:15 - 19:30,10133,8400.8,7502.2,7502.2,6690.71,6690.71,,
09-11-2021,20,19:30 - 19:45,9753.8,8587.8,7318.8,7318.8,6255.5,6255.5,,
09-11-2021,20,19:45 - 20:00,9256.5,8968.1,7213,7213,4989.34,4989.34,,
09-11-2021,21,20:00 - 20:15,9109.3,9670.5,7480.6,7480.6,4299.4,4299.4,,
09-11-2021,21,20:15 - 20:30,8736.8,9835.4,7524.4,7524.4,3977.54,3977.54,,
09-11-2021,21,20:30 - 20:45,8711.7,9829.9,7518.8,7518.8,3977.2,3977.2,,
09-11-2021,21,20:45 - 21:00,8382.8,10069,7446.65,7446.65,3542.41,3542.41,,
09-11-2021,22,21:00 - 21:15,8402.9,10233.5,7400.2,7400.2,3479.75,3479.75,,
09-11-2021,22,21:15 - 21:30,8182.4,10335.4,7228.4,7228.4,3389.56,3389.56,,
09-11-2021,22,21:30 - 21:45,7857,10155.5,6903,6903,3359.92,3359.92,,
09-11-2021,22,21:45 - 22:00,7557.5,10058.4,6627,6627,3300.85,3300.85,,
09-11-2021,23,22:00 - 22:15,8062.3,9965.7,6553.8,6553.8,3389.09,3389.09,,
09-11-2021,23,22:15 - 22:30,7902.3,10043.1,6431.3,6431.3,3199.41,3199.41,,
09-11-2021,23,22:30 - 22:45,7653.7,10548.9,6208.4,6208.4,3010.31,3010.31,,
09-11-2021,23,22:45 - 23:00,7493.5,10827.4,6168.2,6168.2,2989.51,2989.51,,
09-11-2021,24,23:00 - 23:15,7416.8,10956.8,6109.6,6109.6,2989.09,2989.09,,
09-11-2021,24,23:15 - 23:30,7257.5,10921.1,5962.8,5962.8,2956.52,2956.52,,
09-11-2021,24,23:30 - 23:45,7084.9,11256.9,5808.3,5808.3,2899.11,2899.11,,
09-11-2021,24,23:45 - 24:00,6769.5,11326.7,5492.7,5492.7,2899.1,2899.1,,
10-11-2021,1,00:00 - 00:15,6027.3,11247,5186.7,5186.7,2409.99,2409.99,,
10-11-2021,1,00:15 - 00:30,6042.3,11516,5201.8,5201.8,2409.68,2409.68,,
10-11-2021,1,00:30 - 00:45,6032.8,11523,5192.4,5192.4,2409.81,2409.81,,
10-11-2021,1,00:45 - 01:00,6147.4,11811.1,5305,5305,2432.26,2432.26,,
10-11-2021,2,01:00 - 01:15,6046.2,11875.7,5207,5207,2409.59,2409.59,,
10-11-2021,2,01:15 - 01:30,5980.7,12113.6,5154.1,5154.1,2400.28,2400.28,,
10-11-2021,2,01:30 - 01:45,6041.8,12319.6,5210.1,5210.1,2400.58,2400.58,,
10-11-2021,2,01:45 - 02:00,6013,12376.6,5376.1,5376.1,2094.68,2094.68,,
10-11-2021,3,02:00 - 02:15,5967.9,12619.1,5490.5,5490.5,2000.19,2000.19,,
10-11-2021,3,02:15 - 02:30,6054.9,12785,5588.4,5588.4,2000.03,2000.03,,
10-11-2021,3,02:30 - 02:45,5996,12951,5531,5531,1999.68,1999.68,,
10-11-2021,3,02:45 - 03:00,5975.9,12982,5511.4,5511.4,1999.63,1999.63,,
10-11-2021,4,03:00 - 03:15,6009.2,13151,5544.4,5544.4,1999.3,1999.3,,
10-11-2021,4,03:15 - 03:30,5913.3,13229.1,5448.6,5448.6,1999.12,1999.12,,
10-11-2021,4,03:30 - 03:45,5961.6,13286.1,5496.6,5496.6,1999.13,1999.13,,
10-11-2021,4,03:45 - 04:00,5777.9,13373.1,5313.4,5313.4,1989.94,1989.94,,
10-11-2021,5,04:00 - 04:15,6058.1,13318.4,5592.9,5592.9,1997.96,1997.96,,
10-11-2021,5,04:15 - 04:30,6041,12478.4,5575.7,5575.7,1999.44,1999.44,,
10-11-2021,5,04:30 - 04:45,6244.5,12195.5,5480.2,5480.2,1999.46,1999.46,,
10-11-2021,5,04:45 - 05:00,6519.4,11802.7,5655.2,5655.2,1999.95,1999.95,,
10-11-2021,6,05:00 - 05:15,6962.5,10638.4,5536.9,5536.9,2624.4,2624.4,,
10-11-2021,6,05:15 - 05:30,7356.7,10487.7,5747.2,5747.2,2815.83,2815.83,,
10-11-2021,6,05:30 - 05:45,7841.7,10402,6112.7,6112.7,2899.46,2899.46,,
10-11-2021,6,05:45 - 06:00,7876,9636.8,5882.31,5882.31,3000.58,3000.58,,
10-11-2021,7,06:00 - 06:15,8226.5,9237,6405.3,6405.3,3389.72,3389.72,,
10-11-2021,7,06:15 - 06:30,8928.7,9179.8,6789.6,6789.6,3791.09,3791.09,,
10-11-2021,7,06:30 - 06:45,10147.6,9545,7559.09,7559.09,4000.65,4000.65,,
10-11-2021,7,06:45 - 07:00,10685,9738.3,7820.5,7820.5,4209.41,4209.41,,
10-11-2021,8,07:00 - 07:15,11097.6,10085.8,8206.2,8206.2,4151.61,4151.61,,
10-11-2021,8,07:15 - 07:30,11554.1,10020.3,8404.5,8404.5,5502.65,5502.65,,
10-11-2021,8,07:30 - 07:45,11633,9954,8348.6,8348.6,6000.01,6000.01,,
10-11-2021,8,07:45 - 08:00,12013.6,10239.1,8633.7,8633.7,6000.08,6000.08,,
10-11-2021,9,08:00 - 08:15,12053,10400.3,8795.5,8795.5,5500.05,5500.05,,
10-11-2021,9,08:15 - 08:30,12279.1,10476.3,8821.5,8821.5,5500.13,5500.13,,
10-11-2021,9,08:30 - 08:45,12249.3,10895.8,9141,9141,5500.05,5500.05,,
10-11-2021,9,08:45 - 09:00,11839.4,11092.3,8801.7,8801.7,4641.33,4641.33,,
10-11-2021,10,09:00 - 09:15,11703.7,11148.3,8953,8953,4125.5,4125.5,,
10-11-2021,10,09:15 - 09:30,11447.7,11291,8912,8912,3987.03,3987.03,,
10-11-2021,10,09:30 - 09:45,11728.8,11419.4,8994.54,8994.54,3900.85,3900.85,,
