Date,Hour,Time Block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
07-02-2021,19,18:30 - 18:45,11241.9,11495,9702.5,9702.5,4243.89,4243.89
07-02-2021,19,18:45 - 19:00,11334.6,11349,9752.13,9752.13,4246.19,4246.19
07-02-2021,20,19:00 - 19:15,10407.7,11046.4,8899.9,8899.9,4101.2,4101.2
07-02-2021,20,19:15 - 19:30,10508.4,10915.6,8872.36,8872.36,4229.16,4229.16
07-02-2021,20,19:30 - 19:45,10143.7,10966.7,8606.35,8606.35,4129.19,4129.19
07-02-2021,20,19:45 - 20:00,9899.4,11009.1,8586.2,8586.2,3750.61,3750.61
07-02-2021,21,20:00 - 20:15,8840.8,11052.3,7762.25,7762.25,3248.57,3248.57
07-02-2021,21,20:15 - 20:30,8342.1,11223.8,7234.46,7234.46,3245.28,3245.28
07-02-2021,21,20:30 - 20:45,8008.4,11422.9,6952.4,6952.4,3242.96,3242.96
07-02-2021,21,20:45 - 21:00,7290.7,11522.9,6274.6,6274.6,3068.9,3068.9
07-02-2021,22,21:00 - 21:15,6617.9,11554.3,5681.57,5681.57,2799.35,2799.35
07-02-2021,22,21:15 - 21:30,6147.3,11468.3,5216.96,5216.96,2709.77,2709.77
07-02-2021,22,21:30 - 21:45,5584,11547.3,4748.9,4748.9,2699.8,2699.8
07-02-2021,22,21:45 - 22:00,5208.8,10952.3,4391,4391,1999.98,1999.98
07-02-2021,23,22:00 - 22:15,5074.7,10713.7,4097.7,4097.7,2300.52,2300.52
07-02-2021,23,22:15 - 22:30,4959.3,11271.2,3966.1,3966.1,2320.5,2320.5
07-02-2021,23,22:30 - 22:45,4426.1,11390.7,3631.5,3631.5,2099.42,2099.42
07-02-2021,23,22:45 - 23:00,4316.6,11814.3,3536.1,3536.1,2050.86,2050.86
07-02-2021,24,23:00 - 23:15,4910.4,12944.7,3755.1,3755.1,2398.03,2398.03
07-02-2021,24,23:15 - 23:30,5130.6,12770.7,3868.5,3868.5,2564.17,2564.17
07-02-2021,24,23:30 - 23:45,5236.7,13017.7,4079.3,4079.3,2398.58,2398.58
07-02-2021,24,23:45 - 24:00,5103.8,12903.1,4034.4,4034.4,2200.8,2200.8
08-02-2021,1,00:00 - 00:15,5674.1,14369.7,4707.7,4707.7,1999.63,1999.63
08-02-2021,1,00:15 - 00:30,5765.3,15288.1,4798.9,4798.9,1999.11,1999.11
08-02-2021,1,00:30 - 00:45,5730.9,15988.6,4844.7,4844.7,1986.48,1986.48
08-02-2021,1,00:45 - 01:00,5761.8,16759.5,4875.6,4875.6,1986.01,1986.01
08-02-2021,2,01:00 - 01:15,6035.5,17526.3,5144.6,5144.6,1950.06,1950.06
08-02-2021,2,01:15 - 01:30,6205.5,18217.1,5322,5322,1916.85,1916.85
08-02-2021,2,01:30 - 01:45,6302.5,18346.2,5419,5419,1916.53,1916.53
08-02-2021,2,01:45 - 02:00,6342.8,18956.2,5488.8,5488.8,1879.83,1879.83
08-02-2021,3,02:00 - 02:15,6379.8,19190.5,5537.9,5537.9,1879.02,1879.02
08-02-2021,3,02:15 - 02:30,6390.3,19736.5,5566,5566,1866.96,1866.96
08-02-2021,3,02:30 - 02:45,6355.2,19821,5530.9,5530.9,1866.67,1866.67
08-02-2021,3,02:45 - 03:00,6427.8,19861,5603.5,5603.5,1866.81,1866.81
08-02-2021,4,03:00 - 03:15,6519.9,19964.5,5690.8,5690.8,1866.97,1866.97
08-02-2021,4,03:15 - 03:30,6538,19837.6,5708.9,5708.9,1866.93,1866.93
08-02-2021,4,03:30 - 03:45,6541.4,19950.6,5712.3,5712.3,1866.63,1866.63
08-02-2021,4,03:45 - 04:00,6515.5,19995.6,5686.4,5686.4,1866.5,1866.5
08-02-2021,5,04:00 - 04:15,6685.1,19744.6,5841.8,5841.8,1866.78,1866.78
08-02-2021,5,04:15 - 04:30,6772.9,19200.6,5781,5781,1986.96,1986.96
08-02-2021,5,04:30 - 04:45,6723,18829.2,5842.3,5842.3,1999.79,1999.79
08-02-2021,5,04:45 - 05:00,6953.5,18564.3,5864.3,5864.3,2178.39,2178.39
08-02-2021,6,05:00 - 05:15,6977.6,17092.8,5865.4,5865.4,2178.07,2178.07
08-02-2021,6,05:15 - 05:30,7752.1,15947.8,6390.6,6390.6,2255.84,2255.84
08-02-2021,6,05:30 - 05:45,8325.5,15222.7,6745.8,6745.8,2300.53,2300.53
08-02-2021,6,05:45 - 06:00,8982,14690.7,7109.7,7109.7,2579.6,2579.6
08-02-2021,7,06:00 - 06:15,9670.6,13512.6,8480.8,8480.8,2773.83,2773.83
08-02-2021,7,06:15 - 06:30,11195.3,13121.6,10101,10101,2850.76,2850.76
08-02-2021,7,06:30 - 06:45,12047.1,12801.7,10745.5,10745.5,3335.15,3335.15
08-02-2021,7,06:45 - 07:00,12568.8,12969.7,11328,11328,3441.34,3441.34
08-02-2021,8,07:00 - 07:15,12450.3,12891.2,11192.9,11192.9,3339.88,3339.88
08-02-2021,8,07:15 - 07:30,13434.8,12599.6,11772.63,11772.63,3711.26,3711.26
08-02-2021,8,07:30 - 07:45,13481.7,12183.9,11423,11423,4271.16,4271.16
08-02-2021,8,07:45 - 08:00,13027.9,11799,11058.3,11058.3,4500.98,4500.98
08-02-2021,9,08:00 - 08:15,12611.5,11937.4,10765,10765,4459.25,4459.25
08-02-2021,9,08:15 - 08:30,12206,11271.2,10239.6,10239.6,4807.57,4807.57
08-02-2021,9,08:30 - 08:45,12020.8,10755.4,10003.4,10003.4,4999.04,4999.04
08-02-2021,9,08:45 - 09:00,11396.4,10596.3,9485.2,9485.2,4710.09,4710.09
08-02-2021,10,09:00 - 09:15,11441.3,10121.3,9036.9,9036.9,4828.16,4828.16
08-02-2021,10,09:15 - 09:30,11418.6,9706.8,9016.9,9016.9,4999.31,4999.31
08-02-2021,10,09:30 - 09:45,11060.2,9425.7,8656.2,8656.2,4898.6,4898.6
08-02-2021,10,09:45 - 10:00,10750.4,9394.7,8276.4,8276.4,4840.47,4840.47
08-02-2021,11,10:00 - 10:15,10066.3,9436.4,7805.2,7805.2,4271.06,4271.06
08-02-2021,11,10:15 - 10:30,10122.3,9444.6,7877.9,7877.9,3999.64,3999.64
08-02-2021,11,10:30 - 10:45,9502.5,9030.1,7441.45,7441.45,3499.79,3499.79
08-02-2021,11,10:45 - 11:00,9470.3,8687.9,7135.32,7135.31,3600.83,3600.83
08-02-2021,12,11:00 - 11:15,9384.1,9192.5,7330.21,7330.21,3499.32,3499.32
08-02-2021,12,11:15 - 11:30,8955.1,8877.7,6795.9,6795.9,3338.92,3338.92
08-02-2021,12,11:30 - 11:45,8972,8821.4,6774.7,6774.7,3437.56,3437.56
08-02-2021,12,11:45 - 12:00,8825.3,8794.7,6763.7,6763.7,3338.97,3338.97
08-02-2021,13,12:00 - 12:15,8689.6,8960.4,7034.1,7034.1,3349.81,3349.81
08-02-2021,13,12:15 - 12:30,8626.3,9175.6,7239.4,7239.4,3437.96,3437.96
08-02-2021,13,12:30 - 12:45,8525.4,9388.3,7180.1,7180.1,3338.94,3338.94
08-02-2021,13,12:45 - 13:00,8742.4,9816,7363.3,7363.3,3437.85,3437.85
08-02-2021,14,13:00 - 13:15,8393.7,10640.5,7384.2,7384.2,2989.58,2989.58
08-02-2021,14,13:15 - 13:30,8223.2,11413,7331.9,7331.9,2809.51,2809.51
08-02-2021,14,13:30 - 13:45,8137.1,11904.3,7304.4,7304.4,2773.34,2773.34
08-02-2021,14,13:45 - 14:00,8222.4,12344.3,7427.3,7427.3,2669.2,2669.2
08-02-2021,15,14:00 - 14:15,8283.4,12719.1,7616.1,7616.1,2580.96,2580.96
08-02-2021,15,14:15 - 14:30,8346.1,13151.8,7678.8,7678.8,2580.72,2580.72
08-02-2021,15,14:30 - 14:45,8671,13705.9,7998.7,7998.7,2580.43,2580.43
08-02-2021,15,14:45 - 15:00,9362.9,13518,8654.9,8654.9,2749.66,2749.66
08-02-2021,16,15:00 - 15:15,9771.9,13110.6,8858.03,8858.03,2785.88,2785.88
08-02-2021,16,15:15 - 15:30,10211.7,13138.9,9243.03,9243.03,2809.29,2809.29
08-02-2021,16,15:30 - 15:45,10374.5,13184.6,9574.4,9574.4,2809.51,2809.51
08-02-2021,16,15:45 - 16:00,10866.8,13088.2,10065.5,10065.5,2829.82,2829.82
08-02-2021,17,16:00 - 16:15,10986.5,12968.2,9848.3,9848.3,2809.79,2809.79
08-02-2021,17,16:15 - 16:30,11770.5,12687,10355.9,10355.9,2989.64,2989.64
08-02-2021,17,16:30 - 16:45,12737.5,11830.2,10749.79,10749.79,3529.33,3529.33
08-02-2021,17,16:45 - 17:00,12635.9,11019.7,10224.6,10224.6,4271.1,4271.1
08-02-2021,18,17:00 - 17:15,11071,10351.4,9173.57,9173.57,3489.44,3489.44
08-02-2021,18,17:15 - 17:30,10952.9,9611.9,8733.76,8733.76,3821.25,3821.25
08-02-2021,18,17:30 - 17:45,10828.4,9160.6,8391.34,8391.34,4271.04,4271.04
08-02-2021,18,17:45 - 18:00,11052.1,9117.8,8573.25,8573.25,4429.64,4429.64
08-02-2021,19,18:00 - 18:15,11540.5,9367.1,8860.6,8860.6,4929.02,4929.02
08-02-2021,19,18:15 - 18:30,12011.8,9538.7,9264.4,9264.4,4999.58,4999.58
08-02-2021,19,18:30 - 18:45,12302.7,9715.1,9522.1,9522.1,5250.87,5250.87
08-02-2021,19,18:45 - 19:00,12568.1,9777.7,9591.7,9591.7,5333.78,5333.78
08-02-2021,20,19:00 - 19:15,12155.4,9760.5,9574.5,9574.5,5200.05,5200.05
08-02-2021,20,19:15 - 19:30,11919.9,9724.6,9384.7,9384.7,4999.36,4999.36
08-02-2021,20,19:30 - 19:45,11676.7,9586.2,9163.2,9163.2,4950.29,4950.29
08-02-2021,20,19:45 - 20:00,11060.2,9322.8,8906.8,8906.8,4500.92,4500.92
08-02-2021,21,20:00 - 20:15,9892.9,9054.9,8138.82,8138.81,3920.84,3920.84
08-02-2021,21,20:15 - 20:30,9371.1,9011.4,7950.41,7950.41,3500.73,3500.73
08-02-2021,21,20:30 - 20:45,9079,9187.3,7705.2,7705.2,3498.36,3498.36
08-02-2021,21,20:45 - 21:00,8529.7,9436,7035.8,7035.8,3400.23,3400.23
08-02-2021,22,21:00 - 21:15,8279.2,9709.6,7072.6,7072.6,2999.85,2999.85
08-02-2021,22,21:15 - 21:30,7987.8,9488.6,6781.2,6781.2,2999.06,2999.06
08-02-2021,22,21:30 - 21:45,7505.2,9469.8,6298.6,6298.6,2994.79,2994.79
08-02-2021,22,21:45 - 22:00,7112.3,9465.8,5977.7,5977.7,2992.33,2992.33
08-02-2021,23,22:00 - 22:15,6557.8,9278.7,5135.9,5135.9,2576.92,2576.92
08-02-2021,23,22:15 - 22:30,6427.6,9869.2,4952,4952,2700.75,2700.75
08-02-2021,23,22:30 - 22:45,5865.3,10279.2,4497,4497,2500.26,2500.26
08-02-2021,23,22:45 - 23:00,6123.9,10576.2,4670.7,4670.7,2669.06,2669.06
08-02-2021,24,23:00 - 23:15,6216,11946.7,4699.9,4699.9,2500.09,2500.09
08-02-2021,24,23:15 - 23:30,6461.4,11770.8,4974,4974,2410.34,2410.34
08-02-2021,24,23:30 - 23:45,6707.3,11479.8,5148.98,5148.98,2398.44,2398.44
08-02-2021,24,23:45 - 24:00,6696.3,11307.2,5029.18,5029.18,2574.71,2574.71
09-02-2021,1,00:00 - 00:15,6127.6,13783.8,4809.2,4809.2,2128.4,2128.4
09-02-2021,1,00:15 - 00:30,6413.4,14263.3,5103.21,5103.2,2130.87,2130.87
09-02-2021,1,00:30 - 00:45,6416.2,15081.7,5127.8,5127.8,2128.43,2128.43
09-02-2021,1,00:45 - 01:00,6538.2,16241.7,5398.3,5398.3,2000.88,2000.88
09-02-2021,2,01:00 - 01:15,6714.1,16876.3,5574.6,5574.6,2049.7,2049.7
09-02-2021,2,01:15 - 01:30,6835.2,17571.4,5835.1,5835.1,2000.43,2000.43
09-02-2021,2,01:30 - 01:45,6887,18264.6,6009.1,6009.1,1999.76,1999.76
09-02-2021,2,01:45 - 02:00,6981.9,18886.6,6104,6104,1999.75,1999.75
09-02-2021,3,02:00 - 02:15,6852.4,18906.8,6037.3,6037.3,1986.93,1986.93
09-02-2021,3,02:15 - 02:30,6803.4,18963.8,5988.3,5988.3,1986.69,1986.69
09-02-2021,3,02:30 - 02:45,6766.1,18933.4,5951,5951,1986.49,1986.49
09-02-2021,3,02:45 - 03:00,6837.7,19022.4,6022.6,6022.6,1986.49,1986.49
09-02-2021,4,03:00 - 03:15,6724.2,18972.4,5922.6,5922.6,1950.86,1950.86
09-02-2021,4,03:15 - 03:30,6714.8,19015.4,5963.6,5963.6,1950.38,1950.38
09-02-2021,4,03:30 - 03:45,6798.6,19039.4,6065.6,6065.6,1950.2,1950.2
09-02-2021,4,03:45 - 04:00,6815.3,19058.4,6103.2,6103.2,1949.78,1949.78
09-02-2021,5,04:00 - 04:15,7209.7,18746.4,6382.2,6382.2,1986.58,1986.58
09-02-2021,5,04:15 - 04:30,7201.4,18122.4,6131.6,6131.6,2000.97,2000.97
09-02-2021,5,04:30 - 04:45,6839.6,17725.7,5899.7,5899.7,2049.34,2049.34
09-02-2021,5,04:45 - 05:00,7012.6,17247.2,5834.2,5834.2,2201.05,2201.05
09-02-2021,6,05:00 - 05:15,7215.7,16146.8,5989.4,5989.4,2205.46,2205.46
09-02-2021,6,05:15 - 05:30,7908.2,15000.8,6241.2,6241.2,2299.22,2299.22
09-02-2021,6,05:30 - 05:45,8369.9,14197.7,6506.8,6506.8,2307.23,2307.23
09-02-2021,6,05:45 - 06:00,8724.2,13663.7,6826.7,6826.7,2500.27,2500.27
09-02-2021,7,06:00 - 06:15,9725,13231.2,8499.1,8499.1,2759.36,2759.36
09-02-2021,7,06:15 - 06:30,11174.1,13090.3,9853.3,9853.3,2939.14,2939.14
09-02-2021,7,06:30 - 06:45,11937.8,12575.4,10596.5,10596.5,3441.54,3441.54
09-02-2021,7,06:45 - 07:00,12861.5,12583.4,11317,11317,3799.92,3799.92
09-02-2021,8,07:00 - 07:15,12500.5,12458.1,11205,11205,3579.12,3579.12
09-02-2021,8,07:15 - 07:30,13430.9,12193.6,11390.5,11390.5,4100.14,4100.14
09-02-2021,8,07:30 - 07:45,13573.5,12299.5,11753.7,11753.7,4322.91,4322.91
09-02-2021,8,07:45 - 08:00,13668.5,11958.1,11646.7,11646.7,4800.02,4800.02
09-02-2021,9,08:00 - 08:15,13215.9,11556.7,11276.6,11276.6,4682.99,4682.99
09-02-2021,9,08:15 - 08:30,12637,10867.6,10721.6,10721.6,4999.58,4999.58
09-02-2021,9,08:30 - 08:45,12433.9,10355.4,10306,10306,5300,5300
09-02-2021,9,08:45 - 09:00,11653.8,10023.6,9744.2,9744.2,4900.77,4900.77
09-02-2021,10,09:00 - 09:15,11713.8,9761.6,9432.5,9432.5,4647.35,4647.35
09-02-2021,10,09:15 - 09:30,11620.4,9187.7,9138.4,9138.4,5300.11,5300.11
09-02-2021,10,09:30 - 09:45,11071.2,9076.4,8788.1,8788.1,4682.82,4682.82
09-02-2021,10,09:45 - 10:00,10596.7,8941.6,8358.7,8358.7,4322.85,4322.85
09-02-2021,11,10:00 - 10:15,10059.3,8706.7,7828.3,7828.3,4300.25,4300.25
09-02-2021,11,10:15 - 10:30,9974.6,8468,7589.6,7589.6,4300.17,4300.17
09-02-2021,11,10:30 - 10:45,9233.8,8021.7,7093.3,7093.3,3800,3800
09-02-2021,11,10:45 - 11:00,9220.2,8099.2,7123.1,7123.1,3600.33,3600.33
09-02-2021,12,11:00 - 11:15,8809.2,8078.7,6990.38,6990.38,3499.18,3499.18
09-02-2021,12,11:15 - 11:30,8631.5,8146.9,6850.7,6850.7,3349.06,3349.06
09-02-2021,12,11:30 - 11:45,8409,8156.4,6698.7,6698.7,3170.13,3170.13
09-02-2021,12,11:45 - 12:00,8398.8,8298,6815.3,6815.3,3002.78,3002.78
09-02-2021,13,12:00 - 12:15,8521.8,8521.6,7188.6,7188.6,3199.29,3199.29
09-02-2021,13,12:15 - 12:30,9122.9,8683.8,7692.6,7692.6,3500.72,3500.72
09-02-2021,13,12:30 - 12:45,9145.8,8848.3,7722.87,7722.87,3499.53,3499.53
09-02-2021,13,12:45 - 13:00,8988.7,9103.2,7592.1,7592.1,3400.44,3400.44
09-02-2021,14,13:00 - 13:15,8206.2,9940.6,7271.9,7271.9,2900.31,2900.31
09-02-2021,14,13:15 - 13:30,8099.2,10550.2,7255.6,7255.6,2759.22,2759.22
09-02-2021,14,13:30 - 13:45,7813.8,11165.6,7010.9,7010.9,2659.75,2659.75
09-02-2021,14,13:45 - 14:00,7988.4,11802.1,7288.2,7288.2,2580.53,2580.53
09-02-2021,15,14:00 - 14:15,8080.7,12329.8,7397,7397,2580.2,2580.2
09-02-2021,15,14:15 - 14:30,8108.7,12877.9,7425,7425,2580.05,2580.05
09-02-2021,15,14:30 - 14:45,8685.4,13510.5,7996.7,7996.7,2580.48,2580.48
09-02-2021,15,14:45 - 15:00,9296.1,13779.7,8470.6,8470.6,2723.45,2723.45
09-02-2021,16,15:00 - 15:15,9609.2,13184.5,8762.6,8762.6,2749.75,2749.75
09-02-2021,16,15:15 - 15:30,10387.8,13216.8,9537.8,9537.8,2759.84,2759.84
09-02-2021,16,15:30 - 15:45,10583.7,13291,9719.9,9719.9,2789.46,2789.46
09-02-2021,16,15:45 - 16:00,10831.7,13241.1,9958.8,9958.8,2791.52,2791.52
09-02-2021,17,16:00 - 16:15,11212.8,12779.4,9949.6,9949.6,2809.62,2809.62
09-02-2021,17,16:15 - 16:30,11881.8,12514.9,10303.84,10303.85,3000.34,3000.34
09-02-2021,17,16:30 - 16:45,12618.7,11925.9,10949.4,10949.4,3500.56,3500.56
09-02-2021,17,16:45 - 17:00,12725.2,11100.9,10622.7,10622.7,4459.37,4459.37
09-02-2021,18,17:00 - 17:15,12017.1,10685.7,9860,9860,3800.41,3800.41
09-02-2021,18,17:15 - 17:30,11618,10852.2,9786.6,9786.6,3600.15,3600.15
09-02-2021,18,17:30 - 17:45,11262.9,10205.8,9362.69,9362.69,3700.97,3700.97
09-02-2021,18,17:45 - 18:00,11486,10047.5,9329.4,9329.4,4322.42,4322.42
09-02-2021,19,18:00 - 18:15,11745,10864.2,9973.2,9973.2,4322.84,4322.84
09-02-2021,19,18:15 - 18:30,12300,10502.8,10242.7,10242.7,4900.27,4900.27
09-02-2021,19,18:30 - 18:45,12754.9,10086,10065.9,10065.9,5700.31,5700.31
09-02-2021,19,18:45 - 19:00,12771.3,9972.6,9952.5,9952.5,5700.44,5700.44
09-02-2021,20,19:00 - 19:15,12283.6,9909.1,9889,9889,5319.22,5319.22
09-02-2021,20,19:15 - 19:30,11840.3,9722.2,9702.1,9702.1,5170.27,5170.27
09-02-2021,20,19:30 - 19:45,11304.6,9687.4,9337.3,9337.3,4789.16,4789.16
09-02-2021,20,19:45 - 20:00,10748.3,9676.7,9020.2,9020.2,4322.39,4322.39
09-02-2021,21,20:00 - 20:15,9296.5,9561.6,8271.4,8271.4,3799.84,3799.84
09-02-2021,21,20:15 - 20:30,8931.9,9642.1,8071.5,8071.5,3349.31,3349.31
09-02-2021,21,20:30 - 20:45,8734.3,9910,7890.1,7890.1,3289.52,3289.52
09-02-2021,21,20:45 - 21:00,7651.1,10082.7,6803.3,6803.3,3108.49,3108.49
09-02-2021,22,21:00 - 21:15,7694.2,9958.4,6776.7,6776.7,3242.36,3242.36
09-02-2021,22,21:15 - 21:30,7307.3,9929.4,6570.7,6570.7,2994.48,2994.48
09-02-2021,22,21:30 - 21:45,6593.6,9882.5,5895.2,5895.2,2809.64,2809.64
09-02-2021,22,21:45 - 22:00,6197.9,9791.5,5508.9,5508.9,2708.41,2708.41
09-02-2021,23,22:00 - 22:15,6195.4,11033.6,5011.9,5011.9,2500.76,2500.76
09-02-2021,23,22:15 - 22:30,6032.9,11485.1,4813.4,4813.4,2600.87,2600.87
09-02-2021,23,22:30 - 22:45,5682.4,11911.2,4477.7,4477.7,2576.42,2576.42
09-02-2021,23,22:45 - 23:00,5753.6,12097.1,4375.04,4375.04,2307.89,2307.89
09-02-2021,24,23:00 - 23:15,5934.1,13058.1,4518.3,4518.3,2304.42,2304.42
09-02-2021,24,23:15 - 23:30,5995.6,12361.1,4670.3,4670.3,2302.27,2302.27
09-02-2021,24,23:30 - 23:45,5761.6,12332.3,4713.9,4713.9,2205.51,2205.51
09-02-2021,24,23:45 - 24:00,5692.9,12053.7,4493.3,4493.3,2300.8,2300.8
10-02-2021,1,00:00 - 00:15,7737.7,13659.5,5629.2,5629.2,2500.76,2500.76
10-02-2021,1,00:15 - 00:30,7945,14056.5,5685.5,5685.5,2445.76,2445.76
10-02-2021,1,00:30 - 00:45,8094.9,14948.9,6086.8,6086.8,2306.22,2306.22
10-02-2021,1,00:45 - 01:00,8327.4,15730.8,6643.7,6643.7,2302.06,2302.06
10-02-2021,2,01:00 - 01:15,8351.2,16648.5,6744.4,6744.4,2252.25,2252.25
10-02-2021,2,01:15 - 01:30,8367.4,17469.5,6868.4,6868.4,2251.17,2251.17
10-02-2021,2,01:30 - 01:45,8268.6,18162.9,6957.4,6957.4,2200.09,2200.09
10-02-2021,2,01:45 - 02:00,8210.6,18816.9,6902.6,6902.6,2155.53,2155.53
10-02-2021,3,02:00 - 02:15,8261.3,19038.1,6954.9,6954.9,2155.72,2155.72
10-02-2021,3,02:15 - 02:30,8373.8,19395.1,7067.6,7067.6,2155.5,2155.5
10-02-2021,3,02:30 - 02:45,8332.8,19408.8,7026.6,7026.6,2155.29,2155.29
10-02-2021,3,02:45 - 03:00,8469.7,19489.3,7164,7164,2155.44,2155.44
10-02-2021,4,03:00 - 03:15,8199.9,19466.3,6976.5,6976.5,2100.29,2100.29
10-02-2021,4,03:15 - 03:30,8131,19313.3,6951.2,6951.2,2020.13,2020.13
10-02-2021,4,03:30 - 03:45,8290.9,19354.3,7080.6,7080.6,2078.07,2078.07
10-02-2021,4,03:45 - 04:00,8089.8,19274.3,7064.9,7064.9,1999.84,1999.84
10-02-2021,5,04:00 - 04:15,8918,19207.3,7610.2,7610.2,2155.43,2155.43
10-02-2021,5,04:15 - 04:30,9089.2,18732.3,7552.2,7552.2,2202.29,2202.29
10-02-2021,5,04:30 - 04:45,9072.6,18401.7,7275.8,7275.8,2211.88,2211.88
10-02-2021,5,04:45 - 05:00,9093,17990.1,7245.3,7245.3,2335.82,2335.82
10-02-2021,6,05:00 - 05:15,9028.9,17142.5,7212.4,7212.4,2375.7,2375.7
10-02-2021,6,05:15 - 05:30,9793.3,15910.5,7843.2,7843.2,2639.21,2639.21
10-02-2021,6,05:30 - 05:45,10198.1,15085.6,8195.4,8195.4,2673.04,2673.04
10-02-2021,6,05:45 - 06:00,10549,14156.1,8546.6,8546.6,2685.64,2685.64
10-02-2021,7,06:00 - 06:15,11100.5,13870.5,9731.4,9731.4,2729.38,2729.38
10-02-2021,7,06:15 - 06:30,12907.5,13792.3,11218.1,11218.1,3200.73,3200.73
10-02-2021,7,06:30 - 06:45,13543,13137,11725.5,11725.5,3698.87,3698.87
10-02-2021,7,06:45 - 07:00,14372.5,13016,11902.2,11902.2,4200.17,4200.17
10-02-2021,8,07:00 - 07:15,13784.5,12958.1,12037.9,12037.9,3900.02,3900.02
10-02-2021,8,07:15 - 07:30,14897.6,12668.2,12307.2,12307.2,4500.15,4500.15
10-02-2021,8,07:30 - 07:45,14577.4,12164.4,11855.1,11855.1,4800.05,4800.05
10-02-2021,8,07:45 - 08:00,14699.2,11872.3,11778,11778,5200.04,5200.04
10-02-2021,9,08:00 - 08:15,14036.1,11651.4,11454.6,11454.6,5000.09,5000.09
10-02-2021,9,08:15 - 08:30,13593.5,11084.8,10988,10988,5400.09,5400.09
10-02-2021,9,08:30 - 08:45,13001.2,10533.4,10436.6,10436.6,5700.07,5700.07
10-02-2021,9,08:45 - 09:00,12340.7,10318.8,10122,10122,5000.48,5000.48
10-02-2021,10,09:00 - 09:15,12177.2,10172.7,9637.9,9637.9,4579.38,4579.38
10-02-2021,10,09:15 - 09:30,12174.3,9732.6,9635.8,9635.8,5250.58,5250.58
10-02-2021,10,09:30 - 09:45,11687.5,9464.9,9202.1,9202.1,4999.71,4999.71
10-02-2021,10,09:45 - 10:00,11135.1,9174.8,8652.1,8652.1,4579.5,4579.5
10-02-2021,11,10:00 - 10:15,10596.7,9365.2,8410.4,8410.4,3821.01,3821.01
10-02-2021,11,10:15 - 10:30,10588.5,9049,8197.8,8197.8,4100.25,4100.25
10-02-2021,11,10:30 - 10:45,10163.7,8847.5,7898.6,7898.6,3700.75,3700.75
10-02-2021,11,10:45 - 11:00,10087.6,8923.7,7948.74,7948.74,3499.8,3499.8
10-02-2021,12,11:00 - 11:15,10215.4,9198.4,8081.1,8081.1,3500.88,3500.88
10-02-2021,12,11:15 - 11:30,9934.7,9099.2,7919.64,7919.64,3499.3,3499.3
10-02-2021,12,11:30 - 11:45,9667.3,9148.7,7651.6,7651.6,3349.91,3349.91
10-02-2021,12,11:45 - 12:00,8860.1,9187.2,7167.4,7167.4,2999.15,2999.15
10-02-2021,13,12:00 - 12:15,9078.4,9382.6,7899.4,7899.4,2900.29,2900.29
10-02-2021,13,12:15 - 12:30,9521.5,9406.7,8128.6,8128.6,3349,3349
10-02-2021,13,12:30 - 12:45,9740.3,9592.8,8248.7,8248.7,3380.38,3380.38
10-02-2021,13,12:45 - 13:00,9501.8,9722.6,8152.6,8152.6,3079.33,3079.33
10-02-2021,14,13:00 - 13:15,9050.7,10811.9,8049.9,8049.9,2800.78,2800.78
10-02-2021,14,13:15 - 13:30,8766.7,11427.4,7832.7,7832.7,2709.04,2709.04
10-02-2021,14,13:30 - 13:45,8485.9,12070.5,7668.9,7668.9,2673.01,2673.01
10-02-2021,14,13:45 - 14:00,8560.5,12742.9,7750.6,7750.6,2580.7,2580.7
10-02-2021,15,14:00 - 14:15,8188.8,13087.4,7419.9,7419.9,2364.31,2364.31
10-02-2021,15,14:15 - 14:30,8306.3,13574.3,7539.6,7539.6,2299.12,2299.12
10-02-2021,15,14:30 - 14:45,8892.8,14171.5,8118.9,8118.9,2364.08,2364.08
10-02-2021,15,14:45 - 15:00,9177.6,14484.9,8392.2,8392.2,2580.64,2580.64
10-02-2021,16,15:00 - 15:15,9818.3,14158.7,8980.2,8980.2,2673.79,2673.79
10-02-2021,16,15:15 - 15:30,10619,14152.6,9763.9,9763.9,2709.74,2709.74
10-02-2021,16,15:30 - 15:45,11411.2,14162.2,10472.1,10472.1,2824.04,2824.04
10-02-2021,16,15:45 - 16:00,12084.9,14099.6,11029.89,11029.89,2925.03,2925.03
10-02-2021,17,16:00 - 16:15,12515.5,13589,11059.12,11059.12,2950.41,2950.41
10-02-2021,17,16:15 - 16:30,13243,13342.7,11459,11459,3149.57,3149.57
10-02-2021,17,16:30 - 16:45,13720.3,12964.8,11841.4,11841.4,3579.09,3579.09
10-02-2021,17,16:45 - 17:00,13859.8,12255.9,11571.2,11571.2,4240.03,4240.03
10-02-2021,18,17:00 - 17:15,13155.1,11737.4,10974,10974,3500.95,3500.95
10-02-2021,18,17:15 - 17:30,13128,11465.1,10693.2,10693.2,3900.63,3900.63
10-02-2021,18,17:30 - 17:45,12293.7,10901.3,9955.7,9955.7,4240.06,4240.06
10-02-2021,18,17:45 - 18:00,12291.1,10605.3,9762,9762,4682.61,4682.61
10-02-2021,19,18:00 - 18:15,11848.3,11363.2,10468,10468,3598.35,3598.35
10-02-2021,19,18:15 - 18:30,12384.8,11129.2,10603.4,10603.4,4240.48,4240.48
