Date,Hour,Time Block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
01-02-2021,13,12:15 - 12:30,10575.1,8841.9,7582.2,7582.2,3649.69,3649.69
01-02-2021,13,12:30 - 12:45,9867.5,8830.6,7165.8,7165.8,3449.26,3449.26
01-02-2021,13,12:45 - 13:00,9437.8,8928.6,6949.6,6949.6,3100.59,3100.59
01-02-2021,14,13:00 - 13:15,9502.1,9870.5,6864.9,6864.9,3200.06,3200.06
01-02-2021,14,13:15 - 13:30,9074.3,10649.6,6578.5,6578.5,3079.28,3079.28
01-02-2021,14,13:30 - 13:45,8925.5,11086.9,6446.9,6446.9,3079.63,3079.63
01-02-2021,14,13:45 - 14:00,8885.8,11700.6,6407.2,6407.2,3079.28,3079.28
01-02-2021,15,14:00 - 14:15,9197.9,12151.3,6689.9,6689.9,3079.26,3079.26
01-02-2021,15,14:15 - 14:30,9409.9,12689,7039.4,7039.4,3000.48,3000.48
01-02-2021,15,14:30 - 14:45,9826.1,13190.3,7470.3,7470.3,2918.51,2918.51
01-02-2021,15,14:45 - 15:00,10337.9,13119.3,7982.1,7982.1,2918.61,2918.61
01-02-2021,16,15:00 - 15:15,10772.1,11930.7,8079.83,8079.84,3100.02,3100.02
01-02-2021,16,15:15 - 15:30,11127.2,11824.5,8428.67,8428.68,3100.17,3100.17
01-02-2021,16,15:30 - 15:45,12050.9,11701.8,9251.3,9251.3,3259.84,3259.84
01-02-2021,16,15:45 - 16:00,12345.3,11929.1,9547.8,9547.8,3259.29,3259.29
01-02-2021,17,16:00 - 16:15,12757.3,10865.2,9805,9805,3616.04,3616.04
01-02-2021,17,16:15 - 16:30,13001.2,10671.6,9845.2,9845.2,3786.08,3786.08
01-02-2021,17,16:30 - 16:45,13206.8,10272.6,9886.4,9886.4,4100.04,4100.04
01-02-2021,17,16:45 - 17:00,13124.7,9789.2,9503,9503,4300.25,4300.25
01-02-2021,18,17:00 - 17:15,12218.2,9981.4,9323.41,9323.41,3786.33,3786.33
01-02-2021,18,17:15 - 17:30,11478.2,9827.3,8899.5,8899.5,3600.13,3600.13
01-02-2021,18,17:30 - 17:45,11248.6,9177.7,8439.66,8439.66,3786.04,3786.04
01-02-2021,18,17:45 - 18:00,11784.8,8977.4,8591.2,8591.2,4300.19,4300.19
01-02-2021,19,18:00 - 18:15,12014.3,9056.6,8714.3,8714.3,4300.23,4300.23
01-02-2021,19,18:15 - 18:30,12374.7,8512.5,8189.5,8189.5,5200.51,5200.51
01-02-2021,19,18:30 - 18:45,12645.7,7991.3,7925.3,7925.3,5899.4,5899.4
01-02-2021,19,18:45 - 19:00,13800.4,7714.9,7714.9,7714.9,6950.47,6950.47
01-02-2021,20,19:00 - 19:15,14639.9,7761,7761,7761,6950.26,6950.26
01-02-2021,20,19:15 - 19:30,14826.4,7781.1,7781.1,7781.1,6815.87,6815.87
01-02-2021,20,19:30 - 19:45,13599.3,7928.8,7928.8,7928.8,5930.64,5930.64
01-02-2021,20,19:45 - 20:00,12830.3,7888.3,7795.3,7795.3,5300.29,5300.29
01-02-2021,21,20:00 - 20:15,11770.1,8528.1,8266.9,8266.9,4502.4,4502.4
01-02-2021,21,20:15 - 20:30,11205.3,8671.4,8310.2,8310.2,4100.29,4100.29
01-02-2021,21,20:30 - 20:45,10989,8916.4,7898.4,7898.4,3700.84,3700.84
01-02-2021,21,20:45 - 21:00,10079.9,8819.3,7373.1,7373.1,3500.85,3500.85
01-02-2021,22,21:00 - 21:15,9104.8,8994.1,6910.62,6910.62,3448.28,3448.28
01-02-2021,22,21:15 - 21:30,8243.2,8576.2,6121.9,6121.9,3341.97,3341.97
01-02-2021,22,21:30 - 21:45,7795.2,8474.2,5707.7,5707.7,3289.96,3289.96
