Date ,Hour,Time block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh),Weighted MCP (Rs/MWh)
25-10-2021,22,21:45 - 22:00,10226.00,11781.10,8664.55,8664.55,3699.23,3699.23
25-10-2021,23,22:00 - 22:15,10224.90,11768.20,8466.10,8466.10,3499.99,3499.99
25-10-2021,23,22:15 - 22:30,10080.10,11634.60,8198.60,8198.60,3500.76,3500.76
25-10-2021,23,22:30 - 22:45,9831.40,11731.30,8072.00,8072.00,3499.97,3499.97
25-10-2021,23,22:45 - 23:00,9689.80,11852.80,7931.30,7931.30,3499.12,3499.12
25-10-2021,24,23:00 - 23:15,9504.90,11880.00,7719.70,7719.70,3498.02,3498.02
25-10-2021,24,23:15 - 23:30,9157.20,11664.00,7371.20,7371.20,3497.19,3497.19
25-10-2021,24,23:30 - 23:45,8911.30,11574.00,7122.80,7122.80,3495.96,3495.96
25-10-2021,24,23:45 - 24:00,8646.70,11568.30,6857.20,6857.20,3494.00,3494.00
26-10-2021,1,00:00 - 00:15,7990.40,9960.60,6046.30,6046.30,3492.53,3492.53
26-10-2021,1,00:15 - 00:30,7852.20,9919.60,5907.90,5907.90,3491.67,3491.67
26-10-2021,1,00:30 - 00:45,7747.20,9662.60,5801.70,5801.70,3493.41,3493.41
26-10-2021,1,00:45 - 01:00,7589.80,9778.50,5645.40,5645.40,3491.05,3491.05
26-10-2021,2,01:00 - 01:15,7504.80,10182.90,5782.40,5782.40,2990.99,2990.99
26-10-2021,2,01:15 - 01:30,7360.10,10219.90,5675.20,5675.20,2899.78,2899.78
26-10-2021,2,01:30 - 01:45,7262.80,10460.90,5582.50,5582.50,2809.30,2809.30
26-10-2021,2,01:45 - 02:00,6955.40,10725.70,5440.40,5440.40,2609.81,2609.81
26-10-2021,3,02:00 - 02:15,6973.00,10995.00,5587.20,5587.20,2609.55,2609.55
26-10-2021,3,02:15 - 02:30,6786.00,11170.00,5522.00,5522.00,2550.84,2550.84
26-10-2021,3,02:30 - 02:45,6641.60,11464.90,5587.60,5587.60,2379.86,2379.86
26-10-2021,3,02:45 - 03:00,6539.00,11696.90,5485.60,5485.60,2309.04,2309.04
26-10-2021,4,03:00 - 03:15,6432.80,11840.10,5467.10,5467.10,2250.61,2250.61
26-10-2021,4,03:15 - 03:30,6150.00,12008.10,5356.10,5356.10,2000.41,2000.41
26-10-2021,4,03:30 - 03:45,6175.60,12135.00,5409.30,5409.30,1999.97,1999.97
26-10-2021,4,03:45 - 04:00,6096.00,12257.20,5330.00,5330.00,1999.78,1999.78
26-10-2021,5,04:00 - 04:15,6125.60,12381.30,5230.30,5230.30,2100.99,2100.99
26-10-2021,5,04:15 - 04:30,6446.10,12020.30,5438.80,5438.80,2279.38,2279.38
26-10-2021,5,04:30 - 04:45,6657.50,11855.10,5649.20,5649.20,2299.40,2299.40
26-10-2021,5,04:45 - 05:00,7163.70,11523.30,5870.30,5870.30,2500.72,2500.72
26-10-2021,6,05:00 - 05:15,7351.40,10751.40,5870.30,5870.30,2899.07,2899.07
26-10-2021,6,05:15 - 05:30,7608.40,10356.80,5999.10,5999.10,3051.31,3051.31
26-10-2021,6,05:30 - 05:45,7990.80,10218.00,6212.80,6212.80,3349.79,3349.79
26-10-2021,6,05:45 - 06:00,8247.40,10377.00,6431.30,6431.30,3051.95,3051.95
26-10-2021,7,06:00 - 06:15,8591.20,10883.40,7396.99,7396.99,3500.93,3500.93
26-10-2021,7,06:15 - 06:30,9314.90,10986.60,7567.90,7567.90,3749.85,3749.85
26-10-2021,7,06:30 - 06:45,9679.50,11004.90,7733.50,7733.50,3850.38,3850.38
26-10-2021,7,06:45 - 07:00,9971.50,10942.40,7865.99,7865.99,3900.26,3900.26
26-10-2021,8,07:00 - 07:15,10210.80,10935.60,7871.40,7871.40,4009.47,4009.47
26-10-2021,8,07:15 - 07:30,10290.50,10958.30,7905.60,7905.60,4089.34,4089.34
26-10-2021,8,07:30 - 07:45,9756.40,11098.00,7839.90,7839.90,3850.18,3850.18
26-10-2021,8,07:45 - 08:00,9469.40,11119.60,7694.40,7694.40,3749.92,3749.92
26-10-2021,9,08:00 - 08:15,9479.80,11121.70,7780.60,7780.60,3650.13,3650.13
26-10-2021,9,08:15 - 08:30,8770.20,11515.30,7504.40,7504.40,3492.26,3492.26
26-10-2021,9,08:30 - 08:45,8596.70,11781.10,7406.00,7406.00,3350.17,3350.17
26-10-2021,9,08:45 - 09:00,8348.20,11931.10,7292.10,7292.10,3051.64,3051.64
26-10-2021,10,09:00 - 09:15,8190.00,11957.80,7005.80,7005.80,3010.63,3010.63
26-10-2021,10,09:15 - 09:30,7867.10,11819.50,6754.40,6754.40,2989.26,2989.26
26-10-2021,10,09:30 - 09:45,7645.70,11500.40,6636.40,6636.40,2989.58,2989.58
26-10-2021,10,09:45 - 10:00,7745.60,11435.60,6735.70,6735.70,2989.81,2989.81
26-10-2021,11,10:00 - 10:15,7125.40,10621.80,6191.90,6191.90,2900.75,2900.75
26-10-2021,11,10:15 - 10:30,6927.70,10733.70,6051.00,6051.00,2809.57,2809.57
26-10-2021,11,10:30 - 10:45,6871.50,10812.20,6034.80,6034.80,2791.44,2791.44
26-10-2021,11,10:45 - 11:00,6819.60,10665.90,5945.40,5945.40,2809.32,2809.32
26-10-2021,12,11:00 - 11:15,7302.30,10920.70,6357.30,6357.30,2900.79,2900.79
26-10-2021,12,11:15 - 11:30,7386.20,11019.40,6406.00,6406.00,2980.93,2980.93
26-10-2021,12,11:30 - 11:45,7298.10,11072.70,6422.70,6422.70,2809.94,2809.94
26-10-2021,12,11:45 - 12:00,7090.40,11046.50,6232.10,6232.10,2800.30,2800.30
26-10-2021,13,12:00 - 12:15,6879.20,11143.70,6252.80,6252.80,2692.46,2692.46
26-10-2021,13,12:15 - 12:30,6855.70,11031.80,6209.09,6209.09,2700.50,2700.50
26-10-2021,13,12:30 - 12:45,6510.80,10968.20,5967.70,5967.70,2500.67,2500.67
26-10-2021,13,12:45 - 13:00,6113.40,11024.30,5643.70,5643.70,2299.14,2299.14
26-10-2021,14,13:00 - 13:15,5608.10,11271.30,5160.10,5160.10,2100.81,2100.81
26-10-2021,14,13:15 - 13:30,5731.10,11216.00,5281.10,5281.10,2188.29,2188.29
26-10-2021,14,13:30 - 13:45,5926.20,11274.20,5476.20,5476.20,2188.67,2188.67
26-10-2021,14,13:45 - 14:00,6119.00,11126.80,5645.90,5645.90,2279.74,2279.74
26-10-2021,15,14:00 - 14:15,6344.40,10981.80,5825.80,5825.80,2379.48,2379.48
26-10-2021,15,14:15 - 14:30,6733.50,10567.60,6039.50,6039.50,2709.11,2709.11
26-10-2021,15,14:30 - 14:45,7001.20,10112.40,6118.20,6118.20,2980.11,2980.11
26-10-2021,15,14:45 - 15:00,7117.10,9688.90,6075.86,6075.86,3051.06,3051.06
26-10-2021,16,15:00 - 15:15,7669.80,9815.10,6220.50,6220.50,3349.32,3349.32
26-10-2021,16,15:15 - 15:30,7955.70,10319.90,6516.50,6516.50,3300.75,3300.75
26-10-2021,16,15:30 - 15:45,8626.70,10665.60,7052.70,7052.70,3494.43,3494.43
26-10-2021,16,15:45 - 16:00,8968.70,10632.90,7394.10,7394.10,3498.66,3498.66
26-10-2021,17,16:00 - 16:15,8933.00,10374.30,7217.90,7217.90,3500.03,3500.03
26-10-2021,17,16:15 - 16:30,9035.60,10162.00,6946.30,6946.30,3550.92,3550.92
26-10-2021,17,16:30 - 16:45,9468.30,10333.60,7144.40,7144.40,3600.21,3600.21
26-10-2021,17,16:45 - 17:00,9430.10,9941.90,6829.30,6829.30,4089.03,4089.03
26-10-2021,18,17:00 - 17:15,9778.40,9920.70,7079.60,7079.60,4009.07,4009.07
26-10-2021,18,17:15 - 17:30,10289.10,9654.90,7250.90,7250.90,5999.30,5999.30
26-10-2021,18,17:30 - 17:45,10339.30,9498.50,7326.00,7326.00,6695.26,6695.26
26-10-2021,18,17:45 - 18:00,11024.50,9819.10,7897.00,7897.00,6695.42,6695.42
26-10-2021,19,18:00 - 18:15,11121.00,9063.20,7596.10,7596.10,8999.35,8999.35
26-10-2021,19,18:15 - 18:30,11620.40,9245.10,7945.10,7945.10,8999.27,8999.27
26-10-2021,19,18:30 - 18:45,12211.20,9369.20,8213.30,8213.30,8999.60,8999.60
26-10-2021,19,18:45 - 19:00,12169.00,9510.30,8203.20,8203.20,7500.91,7500.91
26-10-2021,20,19:00 - 19:15,11936.80,9747.70,8269.00,8269.00,6695.66,6695.66
26-10-2021,20,19:15 - 19:30,11676.50,9871.30,8124.10,8124.10,5999.82,5999.82
26-10-2021,20,19:30 - 19:45,11382.90,10114.30,8055.93,8055.93,5000.95,5000.95
26-10-2021,20,19:45 - 20:00,10941.30,10151.30,8004.25,8004.25,4250.73,4250.73
26-10-2021,21,20:00 - 20:15,11126.10,10334.50,7957.20,7957.20,5989.27,5989.27
26-10-2021,21,20:15 - 20:30,10813.20,10772.60,8056.37,8056.37,5000.71,5000.71
26-10-2021,21,20:30 - 20:45,10473.40,10893.40,7970.13,7970.13,5000.23,5000.23
26-10-2021,21,20:45 - 21:00,10393.40,11182.40,8034.48,8034.48,4300.85,4300.85
26-10-2021,22,21:00 - 21:15,10000.70,11230.40,7962.80,7962.80,4151.45,4151.45
26-10-2021,22,21:15 - 21:30,9945.80,11576.70,8065.80,8065.80,3898.21,3898.21
26-10-2021,22,21:30 - 21:45,9933.00,11731.90,8149.40,8149.40,3795.37,3795.37
26-10-2021,22,21:45 - 22:00,9889.60,11860.50,8138.00,8138.00,3750.33,3750.33
26-10-2021,23,22:00 - 22:15,9858.80,11714.90,7788.90,7788.90,3509.35,3509.35
26-10-2021,23,22:15 - 22:30,9704.90,11582.30,7656.30,7656.30,3509.54,3509.54
26-10-2021,23,22:30 - 22:45,9346.20,11625.40,7510.30,7510.30,3499.60,3499.60
26-10-2021,23,22:45 - 23:00,9105.30,11695.90,7271.70,7271.70,3498.34,3498.34
26-10-2021,24,23:00 - 23:15,8708.50,11697.80,6854.20,6854.20,3496.30,3496.30
26-10-2021,24,23:15 - 23:30,8391.60,11573.10,6536.40,6536.40,3495.16,3495.16
26-10-2021,24,23:30 - 23:45,8074.50,11701.20,6216.10,6216.10,3493.33,3493.33
26-10-2021,24,23:45 - 24:00,7812.30,11762.50,5952.10,5952.10,3491.21,3491.21
27-10-2021,1,00:00 - 00:15,9118.70,10598.50,7081.90,7081.90,3397.60,3397.60
27-10-2021,1,00:15 - 00:30,8950.00,10538.90,6912.50,6912.50,3397.14,3397.14
27-10-2021,1,00:30 - 00:45,8752.00,10689.50,6714.80,6714.80,3395.37,3395.37
27-10-2021,1,00:45 - 01:00,8608.50,10821.30,6572.10,6572.10,3393.71,3393.71
27-10-2021,2,01:00 - 01:15,8478.70,10919.00,6656.30,6656.30,2999.00,2999.00
27-10-2021,2,01:15 - 01:30,8249.50,10943.10,6428.00,6428.00,2996.91,2996.91
27-10-2021,2,01:30 - 01:45,8237.20,11118.10,6411.20,6411.20,2995.44,2995.44
27-10-2021,2,01:45 - 02:00,8222.40,11277.10,6396.80,6396.80,2994.12,2994.12
27-10-2021,3,02:00 - 02:15,8145.50,11099.70,6319.40,6319.40,2995.91,2995.91
27-10-2021,3,02:15 - 02:30,8049.30,11248.70,6222.80,6222.80,2993.94,2993.94
27-10-2021,3,02:30 - 02:45,7919.40,11471.70,6092.30,6092.30,2991.44,2991.44
27-10-2021,3,02:45 - 03:00,7613.00,11593.70,5839.80,5839.80,2815.42,2815.42
27-10-2021,4,03:00 - 03:15,7586.30,11792.70,5852.00,5852.00,2815.95,2815.95
27-10-2021,4,03:15 - 03:30,7475.00,11754.80,5771.50,5771.50,2778.40,2778.40
27-10-2021,4,03:30 - 03:45,7321.70,11958.80,5681.40,5681.40,2624.14,2624.14
27-10-2021,4,03:45 - 04:00,7053.30,12103.00,5787.30,5787.30,2500.05,2500.05
27-10-2021,5,04:00 - 04:15,7346.90,12762.90,6182.50,6182.50,2279.88,2279.88
27-10-2021,5,04:15 - 04:30,7262.20,12357.90,6063.10,6063.10,2379.55,2379.55
27-10-2021,5,04:30 - 04:45,7327.30,12123.90,6088.60,6088.60,2499.60,2499.60
27-10-2021,5,04:45 - 05:00,7565.10,11798.50,5969.80,5969.80,2502.20,2502.20
27-10-2021,6,05:00 - 05:15,8373.80,10464.30,6297.34,6297.34,3242.56,3242.56
27-10-2021,6,05:15 - 05:30,9133.80,10238.60,6832.70,6832.70,3349.06,3349.06
27-10-2021,6,05:30 - 05:45,9599.40,10500.70,7200.80,7200.80,3349.01,3349.01
27-10-2021,6,05:45 - 06:00,10176.60,10593.80,7476.60,7476.60,3400.34,3400.34
27-10-2021,7,06:00 - 06:15,11015.90,11018.90,8123.80,8123.80,3898.29,3898.29
27-10-2021,7,06:15 - 06:30,12409.10,10761.70,8194.60,8194.60,4900.25,4900.25
27-10-2021,7,06:30 - 06:45,13031.00,10646.90,8059.80,8059.80,4900.65,4900.65
27-10-2021,7,06:45 - 07:00,13328.30,10942.40,8380.80,8380.80,5000.51,5000.51
27-10-2021,8,07:00 - 07:15,13272.30,11171.50,8600.20,8600.20,5000.50,5000.50
27-10-2021,8,07:15 - 07:30,13061.20,11106.50,8535.20,8535.20,5000.44,5000.44
27-10-2021,8,07:30 - 07:45,12492.10,10971.60,8400.30,8400.30,5000.22,5000.22
27-10-2021,8,07:45 - 08:00,12035.90,10889.90,8293.10,8293.10,4900.05,4900.05
27-10-2021,9,08:00 - 08:15,11161.50,10959.80,8083.70,8083.70,4009.42,4009.42
27-10-2021,9,08:15 - 08:30,10402.90,11233.80,8021.70,8021.70,3555.11,3555.11
27-10-2021,9,08:30 - 08:45,9756.50,11227.10,7677.90,7677.90,3495.94,3495.94
27-10-2021,9,08:45 - 09:00,9126.80,10774.00,7403.70,7403.70,3149.45,3149.45
27-10-2021,10,09:00 - 09:15,8433.40,11416.30,6769.30,6769.30,3010.62,3010.62
27-10-2021,10,09:15 - 09:30,8276.20,11234.60,6707.30,6707.30,3051.26,3051.26
27-10-2021,10,09:30 - 09:45,8407.20,11072.00,6794.30,6794.30,3141.95,3141.95
27-10-2021,10,09:45 - 10:00,8197.50,11353.30,6635.70,6635.70,3010.83,3010.83
27-10-2021,11,10:00 - 10:15,7531.00,11440.80,6135.00,6135.00,2779.22,2779.22
27-10-2021,11,10:15 - 10:30,7524.90,11366.10,6128.90,6128.90,2779.61,2779.61
27-10-2021,11,10:30 - 10:45,7614.80,11493.20,6205.50,6205.50,2791.26,2791.26
27-10-2021,11,10:45 - 11:00,7649.40,11413.80,6116.10,6116.10,2920.37,2920.37
27-10-2021,12,11:00 - 11:15,7970.80,11836.50,6496.70,6496.70,2899.07,2899.07
27-10-2021,12,11:15 - 11:30,7993.30,11829.80,6517.30,6517.30,2900.07,2900.07
27-10-2021,12,11:30 - 11:45,7889.70,11970.20,6519.10,6519.10,2899.06,2899.06
27-10-2021,12,11:45 - 12:00,7826.80,11959.00,6521.20,6521.20,2779.95,2779.95
27-10-2021,13,12:00 - 12:15,7512.00,12162.10,6555.80,6555.80,2500.57,2500.57
27-10-2021,13,12:15 - 12:30,7563.60,12081.20,6480.30,6480.30,2692.19,2692.19
27-10-2021,13,12:30 - 12:45,6900.70,12352.20,6068.40,6068.40,2279.11,2279.11
27-10-2021,13,12:45 - 13:00,6906.00,12284.90,6073.70,6073.70,2279.79,2279.79
27-10-2021,14,13:00 - 13:15,6265.50,12759.10,5430.50,5430.50,1999.69,1999.69
27-10-2021,14,13:15 - 13:30,6337.10,12792.00,5502.10,5502.10,1999.85,1999.85
27-10-2021,14,13:30 - 13:45,6528.40,12724.70,5689.30,5689.30,2188.05,2188.05
27-10-2021,14,13:45 - 14:00,6613.20,12389.80,5774.10,5774.10,2188.57,2188.57
27-10-2021,15,14:00 - 14:15,7159.50,12025.00,6214.10,6214.10,2430.86,2430.86
27-10-2021,15,14:15 - 14:30,7743.30,11553.90,6425.30,6425.30,2900.07,2900.07
27-10-2021,15,14:30 - 14:45,8636.50,10989.60,7071.43,7071.43,3010.97,3010.97
27-10-2021,15,14:45 - 15:00,9025.20,10400.30,7171.10,7171.10,3505.05,3505.05
27-10-2021,16,15:00 - 15:15,9266.80,10238.40,7093.20,7093.20,3500.84,3500.84
27-10-2021,16,15:15 - 15:30,9291.70,10249.30,7221.30,7221.30,3349.96,3349.96
27-10-2021,16,15:30 - 15:45,9685.50,10607.50,7706.20,7706.20,3349.18,3349.18
27-10-2021,16,15:45 - 16:00,9851.50,10855.90,7909.70,7909.70,3249.47,3249.47
27-10-2021,17,16:00 - 16:15,10308.90,10984.10,8091.40,8091.40,3349.62,3349.62
27-10-2021,17,16:15 - 16:30,10306.70,10761.70,7852.00,7852.00,3509.04,3509.04
27-10-2021,17,16:30 - 16:45,10648.40,10416.90,7705.70,7705.70,3650.53,3650.53
27-10-2021,17,16:45 - 17:00,10907.20,10174.70,7709.90,7709.90,5000.25,5000.25
27-10-2021,18,17:00 - 17:15,10931.50,10302.20,7810.49,7810.49,4000.70,4000.70
27-10-2021,18,17:15 - 17:30,11366.40,10550.20,8226.10,8226.10,3950.74,3950.74
27-10-2021,18,17:30 - 17:45,11571.10,10305.00,8280.90,8280.90,5000.31,5000.31
27-10-2021,18,17:45 - 18:00,12403.00,10496.30,8762.20,8762.20,6000.93,6000.93
27-10-2021,19,18:00 - 18:15,12739.10,10021.90,8715.50,8715.50,8000.36,8000.36
27-10-2021,19,18:15 - 18:30,12854.40,9944.80,8711.40,8711.40,10000.17,10000.17
27-10-2021,19,18:30 - 18:45,13030.20,9984.80,8789.80,8789.80,8999.88,8999.88
27-10-2021,19,18:45 - 19:00,13012.30,10191.80,8648.20,8648.20,6695.47,6695.47
27-10-2021,20,19:00 - 19:15,12885.80,10202.50,8517.90,8517.90,6695.72,6695.72
27-10-2021,20,19:15 - 19:30,12549.60,10223.50,8383.50,8383.50,6695.93,6695.93
27-10-2021,20,19:30 - 19:45,12405.60,10358.90,8233.00,8233.00,6695.04,6695.04
27-10-2021,20,19:45 - 20:00,12277.00,10356.40,8284.00,8284.00,6695.62,6695.62
27-10-2021,21,20:00 - 20:15,12293.20,10881.90,8540.90,8540.90,6695.33,6695.33
27-10-2021,21,20:15 - 20:30,11806.10,11213.30,8545.80,8545.80,5100.06,5100.06
27-10-2021,21,20:30 - 20:45,11452.40,11412.30,8582.40,8582.40,4999.22,4999.22
27-10-2021,21,20:45 - 21:00,11289.00,11715.30,8737.90,8737.90,4069.43,4069.43
27-10-2021,22,21:00 - 21:15,10823.20,11813.20,8667.90,8667.90,3898.65,3898.65
27-10-2021,22,21:15 - 21:30,10680.20,12161.20,8626.01,8626.01,3700.47,3700.47
27-10-2021,22,21:30 - 21:45,10708.80,12342.70,8668.90,8668.90,3555.99,3555.99
27-10-2021,22,21:45 - 22:00,10419.10,12346.30,8612.50,8612.50,3500.72,3500.72
27-10-2021,23,22:00 - 22:15,10628.70,12442.20,8423.60,8423.60,3499.22,3499.22
27-10-2021,23,22:15 - 22:30,10399.40,12259.40,8193.00,8193.00,3499.27,3499.27
27-10-2021,23,22:30 - 22:45,10012.60,12276.70,7810.50,7810.50,3478.05,3478.05
27-10-2021,23,22:45 - 23:00,9855.00,12376.30,7654.00,7654.00,3477.12,3477.12
27-10-2021,24,23:00 - 23:15,9831.20,12365.90,7586.90,7586.90,3477.02,3477.02
27-10-2021,24,23:15 - 23:30,9496.70,12221.10,7251.90,7251.90,3476.17,3476.17
27-10-2021,24,23:30 - 23:45,9264.90,12205.40,7017.20,7017.20,3474.98,3474.98
27-10-2021,24,23:45 - 24:00,9007.20,12280.00,6758.30,6758.30,3473.35,3473.35
28-10-2021,1,00:00 - 00:15,7992.60,11146.30,6181.90,6181.90,3342.09,3342.09
28-10-2021,1,00:15 - 00:30,8030.50,11068.80,6219.50,6219.50,3342.31,3342.31
28-10-2021,1,00:30 - 00:45,7818.50,11126.90,6007.00,6007.00,3341.29,3341.29
28-10-2021,1,00:45 - 01:00,7598.00,11234.40,5860.00,5860.00,3051.32,3051.32
28-10-2021,2,01:00 - 01:15,7599.50,11258.60,5992.00,5992.00,2991.14,2991.14
28-10-2021,2,01:15 - 01:30,7182.30,11233.20,5600.60,5600.60,2899.89,2899.89
28-10-2021,2,01:30 - 01:45,6864.70,11674.90,5503.30,5503.30,2624.80,2624.80
28-10-2021,2,01:45 - 02:00,6637.00,11880.60,5276.00,5276.00,2609.46,2609.46
28-10-2021,3,02:00 - 02:15,6522.10,12120.90,5395.90,5395.90,2600.19,2600.19
28-10-2021,3,02:15 - 02:30,6350.20,12210.60,5312.50,5312.50,2479.21,2479.21
28-10-2021,3,02:30 - 02:45,6126.70,12586.40,5224.30,5224.30,2309.31,2309.31
28-10-2021,3,02:45 - 03:00,5972.20,12752.10,5120.70,5120.70,2279.59,2279.59
28-10-2021,4,03:00 - 03:15,5904.10,12959.80,5170.40,5170.40,2179.29,2179.29
28-10-2021,4,03:15 - 03:30,5588.90,12887.30,4993.90,4993.90,1999.94,1999.94
28-10-2021,4,03:30 - 03:45,5494.60,13048.20,4899.90,4899.90,1999.74,1999.74
28-10-2021,4,03:45 - 04:00,5471.60,13136.40,4877.00,4877.00,1999.63,1999.63
28-10-2021,5,04:00 - 04:15,5590.50,13899.40,4985.90,4985.90,2000.12,2000.12
28-10-2021,5,04:15 - 04:30,5597.40,13246.50,4849.50,4849.50,2199.10,2199.10
28-10-2021,5,04:30 - 04:45,5768.40,12948.50,4945.10,4945.10,2279.49,2279.49
28-10-2021,5,04:45 - 05:00,6090.60,12583.20,5264.20,5264.20,2299.39,2299.39
28-10-2021,6,05:00 - 05:15,5926.10,11509.70,5087.20,5087.20,2309.40,2309.40
28-10-2021,6,05:15 - 05:30,6590.70,10971.30,5492.00,5492.00,2779.79,2779.79
28-10-2021,6,05:30 - 05:45,6874.90,10770.90,5730.90,5730.90,2899.88,2899.88
28-10-2021,6,05:45 - 06:00,7388.10,10679.70,6130.40,6130.40,3010.18,3010.18
28-10-2021,7,06:00 - 06:15,8882.40,11565.30,8041.99,8041.99,3400.47,3400.47
28-10-2021,7,06:15 - 06:30,10282.10,12009.80,8558.70,8558.70,3759.98,3759.98
28-10-2021,7,06:30 - 06:45,11029.20,11774.80,8734.20,8734.20,4102.86,4102.86
28-10-2021,7,06:45 - 07:00,11198.60,11602.20,8729.70,8729.70,4469.00,4469.00
28-10-2021,8,07:00 - 07:15,11167.10,11440.80,8622.50,8622.50,4500.72,4500.72
28-10-2021,8,07:15 - 07:30,10950.70,11585.20,8484.80,8484.80,4299.24,4299.24
28-10-2021,8,07:30 - 07:45,10344.60,11819.10,8351.10,8351.10,3898.19,3898.19
28-10-2021,8,07:45 - 08:00,9989.50,11956.90,8262.80,8262.80,3749.01,3749.01
28-10-2021,9,08:00 - 08:15,9312.10,11351.60,7652.60,7652.60,3800.96,3800.96
28-10-2021,9,08:15 - 08:30,8589.30,11323.20,7275.45,7275.45,3509.97,3509.97
28-10-2021,9,08:30 - 08:45,8197.40,11127.10,7115.70,7115.70,3497.81,3497.81
28-10-2021,9,08:45 - 09:00,7556.40,11008.00,6575.00,6575.00,3469.26,3469.26
28-10-2021,10,09:00 - 09:15,6344.10,11547.00,5760.80,5760.80,2989.00,2989.00
28-10-2021,10,09:15 - 09:30,5743.30,11465.50,5320.30,5320.30,2692.26,2692.26
28-10-2021,10,09:30 - 09:45,5963.80,11608.40,5545.00,5545.00,2700.46,2700.46
28-10-2021,10,09:45 - 10:00,6022.90,11982.20,5672.90,5672.90,2499.03,2499.03
28-10-2021,11,10:00 - 10:15,6177.70,12550.70,5853.30,5853.30,2300.55,2300.55
28-10-2021,11,10:15 - 10:30,6079.60,12580.00,5762.90,5762.90,2279.93,2279.93
28-10-2021,11,10:30 - 10:45,5800.00,12730.90,5484.10,5484.10,2188.50,2188.50
28-10-2021,11,10:45 - 11:00,5565.90,12675.60,5250.00,5250.00,2188.11,2188.11
28-10-2021,12,11:00 - 11:15,5943.70,12979.70,5631.40,5631.40,2188.32,2188.32
28-10-2021,12,11:15 - 11:30,6159.30,13049.20,5847.00,5847.00,2188.69,2188.69
28-10-2021,12,11:30 - 11:45,5934.40,13323.20,5628.30,5628.30,1999.93,1999.93
28-10-2021,12,11:45 - 12:00,5672.00,13354.70,5365.90,5365.90,1999.68,1999.68
28-10-2021,13,12:00 - 12:15,5349.60,13576.60,5052.40,5052.40,1999.23,1999.23
28-10-2021,13,12:15 - 12:30,5343.60,13473.60,5046.40,5046.40,1999.31,1999.31
28-10-2021,13,12:30 - 12:45,5185.40,13637.80,4888.20,4888.20,1999.26,1999.26
28-10-2021,13,12:45 - 13:00,5265.70,13682.80,4968.50,4968.50,1999.30,1999.30
28-10-2021,14,13:00 - 13:15,5124.80,14149.80,4823.90,4823.90,1979.61,1979.61
28-10-2021,14,13:15 - 13:30,5007.70,14181.70,4716.60,4713.40,1750.91,1750.91
28-10-2021,14,13:30 - 13:45,5136.00,14064.40,4835.10,4835.10,1999.07,1999.07
28-10-2021,14,13:45 - 14:00,5225.70,13737.10,4924.80,4924.80,1999.26,1999.26
28-10-2021,15,14:00 - 14:15,5833.70,13218.40,5475.50,5475.50,1999.89,1999.89
28-10-2021,15,14:15 - 14:30,6759.40,12587.60,6314.00,6314.00,2509.37,2509.37
28-10-2021,15,14:30 - 14:45,7314.30,11904.10,6551.60,6551.60,2990.26,2990.26
28-10-2021,15,14:45 - 15:00,7843.40,11209.90,6694.60,6694.60,3454.75,3454.75
28-10-2021,16,15:00 - 15:15,7447.50,11052.80,6274.94,6274.94,3051.01,3051.01
28-10-2021,16,15:15 - 15:30,7504.20,11149.70,6329.21,6329.21,3051.00,3051.00
28-10-2021,16,15:30 - 15:45,8760.80,10982.80,7372.20,7372.20,3497.03,3497.03
28-10-2021,16,15:45 - 16:00,9085.30,10790.40,7674.73,7674.73,3500.09,3500.09
28-10-2021,17,16:00 - 16:15,9018.00,10940.70,7492.10,7492.10,3496.63,3496.63
28-10-2021,17,16:15 - 16:30,9433.80,10517.70,7565.90,7565.90,3599.56,3599.56
28-10-2021,17,16:30 - 16:45,9693.10,10079.70,7496.30,7496.30,3898.97,3898.97
28-10-2021,17,16:45 - 17:00,9838.10,9878.30,7541.30,7541.30,4000.96,4000.96
28-10-2021,18,17:00 - 17:15,10204.40,9894.00,7672.80,7672.80,4252.19,4252.19
28-10-2021,18,17:15 - 17:30,10827.60,9979.30,7944.10,7944.10,6300.49,6300.49
28-10-2021,18,17:30 - 17:45,10964.40,10004.30,8136.60,8136.60,6695.68,6695.68
28-10-2021,18,17:45 - 18:00,11622.30,10316.60,8674.50,8674.50,6695.86,6695.86
28-10-2021,19,18:00 - 18:15,11766.60,9861.30,8235.90,8235.90,6695.47,6695.47
28-10-2021,19,18:15 - 18:30,11898.40,9566.40,8266.20,8266.20,8989.43,8989.43
28-10-2021,19,18:30 - 18:45,12361.90,9581.50,8455.40,8455.40,10000.46,10000.46
28-10-2021,19,18:45 - 19:00,12451.80,9914.60,8478.80,8478.80,6799.35,6799.35
28-10-2021,20,19:00 - 19:15,12205.80,10180.50,8212.90,8212.90,5504.57,5504.57
28-10-2021,20,19:15 - 19:30,11677.80,10526.90,8117.40,8117.40,5100.59,5100.59
28-10-2021,20,19:30 - 19:45,11541.50,10774.70,8010.90,8010.90,5000.66,5000.66
28-10-2021,20,19:45 - 20:00,11289.00,10763.20,7842.00,7842.00,5353.08,5353.08
28-10-2021,21,20:00 - 20:15,10853.20,11203.10,7900.79,7900.79,5000.54,5000.54
28-10-2021,21,20:15 - 20:30,10355.60,11870.00,8176.50,8176.50,3989.16,3989.16
28-10-2021,21,20:30 - 20:45,10047.40,12291.70,8295.80,8295.80,3800.17,3800.17
