date,hour,time,purchase bid,sell bid,mcv,fsv,mcp
2/1/2021,8,7:45,15517.4,11068.9,10638.3,10638.3,5000.48
2/1/2021,9,8:00,15153.9,11270.3,10680.5,10680.5,4969.38
2/1/2021,9,8:15,15417,11061.2,10920.4,10920.4,5989.9
2/1/2021,9,8:30,15252.3,10592.5,10459.5,10459.5,6600.03
2/1/2021,9,8:45,15166.9,10092,9959,9959,6600.26
2/1/2021,10,9:00,15091.5,9654.2,9521.2,9521.2,6600.5
2/1/2021,10,9:15,14775.7,9254.1,9121.1,9121.1,6600.53
2/1/2021,10,9:30,14756,9135.7,9002.7,9002.7,6600.65
2/1/2021,10,9:45,14769.3,9146.8,9013.8,9013.8,6600.56
2/1/2021,11,10:00,14947.3,9147.2,9004.2,9004.2,6600.48
2/1/2021,11,10:15,15290.3,8768.9,8625.9,8625.9,6600.72
2/1/2021,11,10:30,14434.1,8653.3,8510.3,8510.3,6050.29
2/1/2021,11,10:45,14556,8396,8253,8253,6050.48
2/1/2021,12,11:00,14472.1,8189.6,7896.6,7896.6,5600.51
2/1/2021,12,11:15,13920.7,8191.5,7898.5,7898.5,5600.49
2/1/2021,12,11:30,13572.7,8268.8,7975.8,7975.8,5600.22
2/1/2021,12,11:45,13277.9,8350.4,7987.39,7987.39,5529.3
2/1/2021,13,12:00,12594.3,8398.8,7868.28,7868.28,4882.02
2/1/2021,13,12:15,12547.2,8472.1,7703.31,7703.31,4834.36
2/1/2021,13,12:30,11508.9,8521.5,7450.9,7450.9,4258.14
2/1/2021,13,12:45,10897.3,8619.4,7448.8,7448.8,4000.83
2/1/2021,14,13:00,9899.2,9629.2,6995.7,6995.7,3465.31
2/1/2021,14,13:15,9651.6,10139.5,6848.1,6848.1,3200.02
2/1/2021,14,13:30,9597.7,10341,6796.5,6796.5,3199.05
2/1/2021,14,13:45,9643.7,11018,7001.7,7001.7,3058.39
2/1/2021,15,14:00,9769.2,11824.6,7150.8,7150.8,3033.87
2/1/2021,15,14:15,9976.8,11797.9,7447.6,7447.6,2998.37
2/1/2021,15,14:30,10260.2,12301.3,7732.5,7732.5,2989.73
2/1/2021,15,14:45,10610.5,13338.9,8081.8,8081.8,2989.83
2/1/2021,16,15:00,10819.4,12868.7,8291.9,8291.9,2989.88
2/1/2021,16,15:15,11317.6,12724.4,8790.1,8790.1,2998.59
2/1/2021,16,15:30,11647.8,12597.7,9110.2,9110.2,2998.62
2/1/2021,16,15:45,12123.6,12460.9,9481,9481,3058.05
2/1/2021,17,16:00,12613.6,11668.2,9798.3,9798.3,3200.68
2/1/2021,17,16:15,13093.9,11305.7,9933.5,9933.5,3600.62
2/1/2021,17,16:30,13212.7,10738.7,10035.9,10035.9,3849.99
2/1/2021,17,16:45,13268.2,10080.7,9547.3,9547.3,4800.15
2/1/2021,18,17:00,12581.7,10567.1,9651.19,9651.19,3717.34
2/1/2021,18,17:15,11891.4,10475.3,9240.01,9240.01,3499.58
2/1/2021,18,17:30,11399.2,10219.4,8934.3,8934.3,3489.84
2/1/2021,18,17:45,12252.7,9414,9067.3,9067.3,4500.51
2/1/2021,19,18:00,12474.1,10587.2,10348.2,10348.2,4000.03
2/1/2021,19,18:15,12702.4,10225.6,9999.5,9999.5,4489.15
2/1/2021,19,18:30,12893.7,9835.6,9636.6,9636.6,5100.06
2/1/2021,19,18:45,12701.9,9707.3,9508.3,9508.3,4750.98
2/1/2021,20,19:00,12328.6,9118.9,8906.6,8906.6,4800.3
2/1/2021,20,19:15,11732.9,8862.1,8639.8,8639.8,4500.46
2/1/2021,20,19:30,11088.3,9020.7,8728.4,8728.4,4170.05
2/1/2021,20,19:45,10292,9103.4,8811.1,8811.1,4000.18
2/1/2021,21,20:00,9649,9864.8,8530.83,8530.83,3548.22
2/1/2021,21,20:15,8746.5,9951.7,7917.9,7917.9,3329.44
2/1/2021,21,20:30,7721.4,9871.4,6935.8,6935.8,3019.98
2/1/2021,21,20:45,7182.1,9950.4,6463.1,6463.1,2899.17
2/1/2021,22,21:00,7011.3,10362.1,6174,6174,2699.63
2/1/2021,22,21:15,6558.4,10516.1,5728.6,5728.6,2689.26
2/1/2021,22,21:30,6268.5,10702.7,5394.7,5394.7,2689.06
2/1/2021,22,21:45,6183.3,11164.4,5317.5,5317.5,2689.13
2/1/2021,23,22:00,6386,12449.2,4551.2,4551.2,2308.13
2/1/2021,23,22:15,6314.1,13472.2,4353.7,4353.7,2416.73
2/1/2021,23,22:30,6000.5,14185.2,4122.9,4122.9,2306.52
2/1/2021,23,22:45,5994.3,14967.2,4211.9,4211.9,2304.16
2/1/2021,24,23:00,5958.8,15839.1,4648.1,4648.1,2309.37
2/1/2021,24,23:15,6103.5,15608.1,4787.5,4787.5,2375.32
2/1/2021,24,23:30,6205.3,15172,4904,4904,2299.42
2/1/2021,24,23:45,6368.5,14940.4,5068,5068,2270.96
3/1/2021,1,0:00,6361.6,17736.8,5600.1,5600.1,2015.24
3/1/2021,1,0:15,6342.2,18660.3,5588,5588,2009.09
3/1/2021,1,0:30,6379.7,19354.4,5670.8,5670.8,1999.94
3/1/2021,1,0:45,6269.7,20223.4,5560.8,5560.8,1999.02
3/1/2021,2,1:00,6572.9,21210.8,5877.7,5877.7,1949.94
3/1/2021,2,1:15,6488.2,21892.8,5925.2,5925.2,1865.38
3/1/2021,2,1:30,6655,22395.9,6092.1,6092.1,1865.36
3/1/2021,2,1:45,6718.9,23040.8,6156,6156,1865.1
3/1/2021,3,2:00,6638.1,23307.1,6087.4,6087.4,1816.33
3/1/2021,3,2:15,6706.2,23345.1,6155.5,6155.5,1813.99
3/1/2021,3,2:30,6736.4,23516.4,6190.6,6190.6,1805.76
3/1/2021,3,2:45,6766.4,23601.3,6220.6,6220.6,1805.61
3/1/2021,4,3:00,6889.5,23768.3,6344.6,6344.6,1805.51
3/1/2021,4,3:15,6890.3,23773.3,6345.4,6345.4,1805.54
3/1/2021,4,3:30,6788.8,23842.8,6244.3,6244.3,1805.27
3/1/2021,4,3:45,6851.4,23937.8,6306.9,6306.9,1805.34
3/1/2021,5,4:00,7167.4,23686.9,6608.4,6608.4,1816.19
3/1/2021,5,4:15,7361.5,23462.9,6654.2,6654.2,1999.08
3/1/2021,5,4:30,7313.3,23444.4,6577.7,6577.7,1999.42
3/1/2021,5,4:45,7419.8,23211.4,6584.2,6584.2,1999.87
3/1/2021,6,5:00,7997.5,20231.1,7091.4,7091.4,2089.42
3/1/2021,6,5:15,8328.6,19105.3,7262.9,7262.9,2217.78
3/1/2021,6,5:30,8353.9,18328.3,7340.6,7340.6,2156.82
3/1/2021,6,5:45,8435.9,17710.2,7422.6,7422.6,2156.05
3/1/2021,7,6:00,8291,15887.9,7687.2,7687.2,2569.62
3/1/2021,7,6:15,9032,16047.8,8435.7,8435.7,2579.11
3/1/2021,7,6:30,9478,15326,8848.6,8848.6,2760.5
3/1/2021,7,6:45,10126.1,15187.8,9467,9467,2859.59
3/1/2021,8,7:00,10433.6,15214.7,9713.7,9713.7,2899.62
3/1/2021,8,7:15,10779.7,14219.5,9996.8,9996.8,3200.92
3/1/2021,8,7:30,11230.2,13662.9,10343.9,10343.9,3489.76
3/1/2021,8,7:45,11612.6,13590.3,10690.6,10690.6,3569.71
3/1/2021,9,8:00,12287.7,13484.2,11142.56,11142.55,3700.18
3/1/2021,9,8:15,12484.8,13401.4,11204.01,11204.02,3800.1
3/1/2021,9,8:30,12087.8,12874.8,10773.4,10773.4,3747.48
3/1/2021,9,8:45,12076.2,11952.4,10320.1,10320.1,4500.55
3/1/2021,10,9:00,12520.3,11721.9,10431,10431,4881.72
3/1/2021,10,9:15,12279.3,11305.2,10170.8,10170.8,5789.93
3/1/2021,10,9:30,12137.7,11120.8,10021.3,10021.3,6000
3/1/2021,10,9:45,11770.8,11149.8,9644.3,9644.3,4838.8
3/1/2021,11,10:00,11389,11535.6,9415.7,9415.7,4129.35
3/1/2021,11,10:15,11461.6,11533.5,9470.1,9470.1,4129.92
3/1/2021,11,10:30,11414.4,11648.8,9400.5,9400.5,3747.91
3/1/2021,11,10:45,11297.9,11731.3,9406,9406,3700.09
3/1/2021,12,11:00,11326,11648.8,9175.02,9175.02,3747.35
3/1/2021,12,11:15,10934.6,10979.2,8645.5,8645.5,4000.6
3/1/2021,12,11:30,10672.9,10754.7,8421,8421,3893.47
3/1/2021,12,11:45,10361.2,10460.1,8111,8111,3849.69
3/1/2021,13,12:00,10046.4,11334.4,8184.1,8184.1,3630.94
3/1/2021,13,12:15,9855.5,11409.5,8000.5,8000.5,3515.5
3/1/2021,13,12:30,9369.3,11450,7874.8,7874.8,3499.25
3/1/2021,13,12:45,8815.2,11523.7,7487.2,7487.2,3242.2
3/1/2021,14,13:00,8181.2,12501.9,7171.3,7171.3,3019.89
3/1/2021,14,13:15,7889.5,13626,7058.6,7058.6,2989.87
3/1/2021,14,13:30,7830.2,14248.2,7008.3,7008.3,2989.72
3/1/2021,14,13:45,7630.5,14947.9,6797.5,6797.5,2944
3/1/2021,15,14:00,8066.7,16001.3,7250.39,7250.39,2870.05
3/1/2021,15,14:15,8116,16083.4,7306.74,7306.74,2849.98
3/1/2021,15,14:30,8340.7,16612.2,7602.67,7602.67,2705.73
3/1/2021,15,14:45,8647.5,17682.8,7914.02,7914.02,2634.19
3/1/2021,16,15:00,8725,17120.2,7958,7958,2750.14
3/1/2021,16,15:15,9003.6,17045.1,8206.22,8206.22,2780.83
3/1/2021,16,15:30,9418.3,17001,8599.8,8599.8,2850.33
3/1/2021,16,15:45,9905.3,16804.8,9080.6,9080.6,2899.06
3/1/2021,17,16:00,10381.6,14968.5,9487.93,9487.93,2989.83
3/1/2021,17,16:15,10402.4,14261.7,9467.42,9467.42,3012.28
3/1/2021,17,16:30,10466.1,13847,9521.11,9521.11,3019.49
3/1/2021,17,16:45,10114,13049.8,9143.13,9143.13,3099.63
3/1/2021,18,17:00,8438.4,12627.1,7808.46,7808.46,2723.83
3/1/2021,18,17:15,7829.8,12535.1,7225.22,7225.22,2569.86
3/1/2021,18,17:30,7325.9,12285.7,6728.3,6728.3,2509.95
3/1/2021,18,17:45,7580.4,11774.1,6778.5,6778.5,2999.65
3/1/2021,19,18:00,8023.2,12641.9,7487.16,7487.16,2859.62
3/1/2021,19,18:15,8172.2,12152.5,7630.79,7630.79,3048.1
3/1/2021,19,18:30,8580.5,11317.8,7943.54,7943.54,3349.03
3/1/2021,19,18:45,8680.3,10646.2,7926,7926,3572
3/1/2021,20,19:00,8412.1,10496.9,7669.13,7669.13,3569.26
3/1/2021,20,19:15,7471.5,10596.9,7004.9,7004.9,3019.48
3/1/2021,20,19:30,7537,10717.1,6967.5,6967.5,3322.28
3/1/2021,20,19:45,7084.1,10895.9,6566.5,6566.5,2989.5
3/1/2021,21,20:00,6695.2,11745.6,6141.4,6141.4,2689.25
3/1/2021,21,20:15,6318.1,12125.6,5764.3,5764.3,2619.57
3/1/2021,21,20:30,6156.8,11985.6,5578,5578,2569.99
3/1/2021,21,20:45,5881.5,12111.9,5301.7,5301.7,2569.38
3/1/2021,22,21:00,5818.9,12342.7,5129.2,5129.2,2569.42
3/1/2021,22,21:15,5543.9,12659.7,4833.2,4833.2,2569.03
3/1/2021,22,21:30,5223.9,12984.7,4613.6,4613.6,2509.79
3/1/2021,22,21:45,4870.6,13577.7,4389.8,4389.8,2415.8
3/1/2021,23,22:00,4720.5,16098.5,3991.7,3991.7,1999.65
3/1/2021,23,22:15,4760,16640,4032.2,4032.2,1999.95
3/1/2021,23,22:30,4627.1,17374,3870.8,3870.8,2015.56
3/1/2021,23,22:45,4757.6,18109.6,3980.2,3980.2,2089.31
3/1/2021,24,23:00,5122.1,19403.1,4374.8,4374.8,2009.62
3/1/2021,24,23:15,5546.6,18932,4794,4794,2015.48
3/1/2021,24,23:30,5789.9,18337,5037.2,5037.2,2015.61
3/1/2021,24,23:45,5859,18033.2,5112.6,5112.6,2009.55
4/1/2021,1,0:00,6172.4,17644,5461.9,5461.9,1900.97
4/1/2021,1,0:15,6192,18611.6,5574,5574,1780.57
4/1/2021,1,0:30,6038.1,19483.6,5451.8,5451.8,1729.53
4/1/2021,1,0:45,6134,20288.6,5547.7,5547.7,1716.21
4/1/2021,2,1:00,6099,21061,5512.8,5512.8,1705.73
4/1/2021,2,1:15,6133.2,21598,5547,5547,1705.04
4/1/2021,2,1:30,6119.4,22308.7,5539.5,5539.5,1615.29
4/1/2021,2,1:45,6154.4,22960.6,5680.3,5680.3,1587.91
4/1/2021,3,2:00,6267.7,23171.3,5827.2,5827.2,1587.76
4/1/2021,3,2:15,6189,23251.3,5748.5,5748.5,1567.67
4/1/2021,3,2:30,6243.3,23359.9,5803,5803,1567.43
4/1/2021,3,2:45,6402.4,23426.8,5962.1,5962.1,1587.14
4/1/2021,4,3:00,6203,23415.3,5763.1,5763.1,1567.29
4/1/2021,4,3:15,6230.6,23517.3,5790.7,5790.7,1560.96
4/1/2021,4,3:30,6243.6,23684.9,5804.1,5804.1,1560.7
4/1/2021,4,3:45,6389.9,23733.9,5950.4,5950.4,1567.34
4/1/2021,5,4:00,7058.5,23217.2,6472.7,6472.7,1694.32
4/1/2021,5,4:15,7316.2,22763.2,6729.4,6729.4,1716.3
4/1/2021,5,4:30,7505.4,22762.6,6916.6,6916.6,1765.5
4/1/2021,5,4:45,7762.2,22449.6,7045,7045,1950.57
4/1/2021,6,5:00,7988.6,21175,7343.6,7343.6,1999.72
4/1/2021,6,5:15,8743.7,20125,8026.25,8026.25,2056.96
4/1/2021,6,5:30,9023,19511.3,8190,8190,2200.76
4/1/2021,6,5:45,8831.7,18791.5,7954.1,7954.1,2257.89
4/1/2021,7,6:00,8963,15994,8453.7,8453.7,2680.73
4/1/2021,7,6:15,9267.6,15707.7,8765.8,8765.8,2569.83
4/1/2021,7,6:30,9948,15149.2,9431.8,9431.8,2759.12
4/1/2021,7,6:45,10659.8,15197.2,10142.6,10142.6,2759.67
4/1/2021,8,7:00,11029.8,14944.4,10453.6,10453.6,2779.97
4/1/2021,8,7:15,11200.2,14248.2,10599.3,10599.3,2943.88
4/1/2021,8,7:30,10627.9,13367.4,10020.5,10020.5,2989.87
4/1/2021,8,7:45,10967,13012,10168.6,10168.6,3349.22
4/1/2021,9,8:00,10778,12763.2,9923.3,9923.3,3322.56
4/1/2021,9,8:15,11033.1,12648.4,10177.4,10177.4,3349.44
4/1/2021,9,8:30,11509.9,12180.9,10443.01,10443,3500.06
4/1/2021,9,8:45,11827.1,11168.3,10068.61,10068.61,4450.15
4/1/2021,10,9:00,12152.4,10339.9,9859.6,9859.6,6000.17
4/1/2021,10,9:15,12420.9,10190.3,9725.3,9725.3,6000.59
4/1/2021,10,9:30,12155.9,10140.2,9675.2,9675.2,6000.38
4/1/2021,10,9:45,11701.3,10172.6,9564.1,9564.1,4885.5
4/1/2021,11,10:00,11586.1,10532.2,9392.8,9392.8,4489.16
4/1/2021,11,10:15,11612,10606.3,9412.8,9412.8,4529.04
4/1/2021,11,10:30,11068.3,10808.3,9253,9253,3705.08
4/1/2021,11,10:45,11068.3,10997.6,9341.89,9341.89,3700.25
4/1/2021,12,11:00,10749.9,11047.6,9111.5,9111.5,3675.09
4/1/2021,12,11:15,10466.9,10862.8,8868.4,8868.4,3675.24
4/1/2021,12,11:30,10220.7,10534.8,8621.4,8621.4,3675.92
4/1/2021,12,11:45,10012.2,10275.9,8297.9,8297.9,3700.75
4/1/2021,13,12:00,10196.4,10335.4,8292.4,8292.4,3800.8
4/1/2021,13,12:15,10077.2,10050.8,8110.9,8110.9,3802.52
4/1/2021,13,12:30,9670.7,9648.4,7840.9,7840.9,3849.51
4/1/2021,13,12:45,9247.3,9808.5,7612.9,7612.9,3630.78
4/1/2021,14,13:00,8942.3,10509.3,7597.6,7597.6,3232.94
4/1/2021,14,13:15,8783,11049.5,7643.9,7643.9,3146.06
4/1/2021,14,13:30,8757.3,11334.7,7805.7,7805.7,3008.91
4/1/2021,14,13:45,8709.9,11881.7,7800.4,7800.4,2989.64
4/1/2021,15,14:00,8901.4,12479.6,8007.1,8007.1,2989.57
4/1/2021,15,14:15,8984.1,13094.4,8089.8,8089.8,2984.53
4/1/2021,15,14:30,9261.3,13648.4,8394.6,8394.6,2948.26
4/1/2021,15,14:45,9606.6,14187.3,8737.9,8737.9,2935.82
4/1/2021,16,15:00,10015.5,13705.6,9121,9121,2989.2
4/1/2021,16,15:15,10287.9,13673.2,9393.4,9393.4,2989.53
4/1/2021,16,15:30,10666.6,13569.2,9771.9,9771.9,2989.65
4/1/2021,16,15:45,11047.1,13409.1,10076.1,10076.1,3000.98
4/1/2021,17,16:00,11084.6,13010.5,10101.1,10101.1,3008.21
4/1/2021,17,16:15,11571.9,12734.1,10537,10537,3079.96
4/1/2021,17,16:30,11652.7,12256.6,10205.1,10205.1,3489.75
4/1/2021,17,16:45,11602.7,11527.2,10027.7,10027.7,3648.59
4/1/2021,18,17:00,10786.2,11832,9727.9,9727.9,3147.68
4/1/2021,18,17:15,10513.8,11737.8,9530.6,9530.6,3019.37
4/1/2021,18,17:30,10554.6,11160.8,9128.3,9128.3,3170.77
4/1/2021,18,17:45,10767.9,10694.7,8950.2,8950.2,3548.24
4/1/2021,19,18:00,10988.5,10933.3,9723.3,9723.3,3675.16
4/1/2021,19,18:15,11218.3,10316.6,9574,9574,4035.85
4/1/2021,19,18:30,11412.5,9629.2,9037.3,9037.3,5300.39
4/1/2021,19,18:45,10934.3,9468.2,8876.3,8876.3,4500.53
4/1/2021,20,19:00,9433,9413.4,8538.4,8538.4,3799.26
4/1/2021,20,19:15,8804.3,9654.5,8052.1,8052.1,3460.64
4/1/2021,20,19:30,8060.4,9646.8,7489.9,7489.9,2798.05
4/1/2021,20,19:45,7725.9,10127.6,7095.4,7095.4,2779.63
4/1/2021,21,20:00,7424.6,10234.5,6828.3,6828.3,2500.71
4/1/2021,21,20:15,7047.2,10346.4,6461.4,6461.4,2496.94
4/1/2021,21,20:30,6549.9,10012.3,5965.1,5965.1,2496.74
4/1/2021,21,20:45,6250.5,10485.3,5663.7,5663.7,2494.95
4/1/2021,22,21:00,6245.3,11083.7,5541.3,5541.3,2697.31
4/1/2021,22,21:15,5962.4,11353.6,5321.7,5321.7,2509.24
4/1/2021,22,21:30,5649.7,11714.6,5113.7,5113.7,2500.43
