Date ,Hour,          Time ,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) ,Weighted MCP (Rs/MWh)
01-11-2021,16,15:15 - 15:30,8498.20,13242.30,7395.50,7395.50,2779.75,2779.75
01-11-2021,16,15:30 - 15:45,9217.50,12929.20,7800.99,7800.99,3050.68,3050.68
01-11-2021,16,15:45 - 16:00,9770.60,12838.50,8313.90,8313.90,3144.37,3144.37
01-11-2021,17,16:00 - 16:15,10223.90,12837.40,8534.50,8534.50,3144.62,3144.62
01-11-2021,17,16:15 - 16:30,10559.40,12531.50,8666.01,8666.01,3146.11,3146.11
01-11-2021,17,16:30 - 16:45,11011.90,12249.60,9142.31,9142.31,3249.48,3249.48
01-11-2021,17,16:45 - 17:00,11043.80,12156.40,9152.07,9152.07,3300.56,3300.56
01-11-2021,18,17:00 - 17:15,11432.00,11970.80,9059.70,9059.70,3500.91,3500.91
01-11-2021,18,17:15 - 17:30,12016.30,11399.10,9159.70,9159.70,4282.79,4282.79
01-11-2021,18,17:30 - 17:45,13040.10,11356.00,9671.60,9671.60,6550.87,6550.87
01-11-2021,18,17:45 - 18:00,13212.70,11388.90,10114.70,10114.70,9999.08,9999.08
01-11-2021,19,18:00 - 18:15,12739.80,11421.30,9917.60,9917.60,5989.58,5989.58
01-11-2021,19,18:15 - 18:30,13486.80,11470.50,10108.20,10108.20,6690.28,6690.28
01-11-2021,19,18:30 - 18:45,14011.50,11300.40,10106.20,10106.20,8000.38,8000.38
01-11-2021,19,18:45 - 19:00,13667.80,11628.40,9963.60,9963.60,6690.01,6690.01
01-11-2021,20,19:00 - 19:15,11959.10,11862.40,9646.10,9646.10,4444.06,4444.06
01-11-2021,20,19:15 - 19:30,11336.70,11764.50,9351.70,9351.70,4163.70,4163.70
01-11-2021,20,19:30 - 19:45,10102.60,11915.50,8818.00,8818.00,3544.12,3544.12
01-11-2021,20,19:45 - 20:00,9913.80,12280.90,8873.30,8873.30,3499.44,3499.44
01-11-2021,21,20:00 - 20:15,9559.80,12509.60,8614.60,8614.60,3248.50,3248.50
01-11-2021,21,20:15 - 20:30,9858.90,12596.00,8913.70,8913.70,3249.79,3249.79
01-11-2021,21,20:30 - 20:45,9932.20,12933.30,8987.00,8987.00,3248.87,3248.87
01-11-2021,21,20:45 - 21:00,9793.60,13250.50,8848.40,8848.40,3246.93,3246.93
01-11-2021,22,21:00 - 21:15,9976.60,12892.20,8799.40,8799.40,3247.81,3247.81
01-11-2021,22,21:15 - 21:30,9840.50,13301.20,8663.30,8663.30,3245.58,3245.58
01-11-2021,22,21:30 - 21:45,9699.20,13541.90,8572.00,8572.00,3244.75,3244.75
01-11-2021,22,21:45 - 22:00,9420.50,13843.10,8293.69,8293.69,3242.79,3242.79
01-11-2021,23,22:00 - 22:15,9156.20,13620.80,7446.70,7446.70,3100.48,3100.48
01-11-2021,23,22:15 - 22:30,9455.00,13518.20,7728.17,7728.17,3242.60,3242.60
01-11-2021,23,22:30 - 22:45,9253.80,13665.80,7532.00,7532.00,3241.95,3241.95
01-11-2021,23,22:45 - 23:00,9061.70,13807.90,7351.00,7351.00,3199.66,3199.66
01-11-2021,24,23:00 - 23:15,8236.70,13933.80,6674.70,6674.70,2968.26,2968.26
01-11-2021,24,23:15 - 23:30,8075.70,14031.40,6543.10,6543.10,2815.48,2815.48
01-11-2021,24,23:30 - 23:45,8054.30,14144.20,6530.40,6530.40,2779.73,2779.73
01-11-2021,24,23:45 - 24:00,7829.80,14156.00,6342.90,6342.90,2692.89,2692.89
02-11-2021,1,00:00 - 00:15,7257.60,15278.40,6633.20,6633.20,2200.35,2200.35
02-11-2021,1,00:15 - 00:30,7190.10,15687.30,6584.30,6584.30,2188.17,2188.17
02-11-2021,1,00:30 - 00:45,6983.60,15917.30,6528.10,6528.10,1999.84,1999.84
02-11-2021,1,00:45 - 01:00,6949.40,16060.10,6421.70,6421.70,1999.52,1999.52
02-11-2021,2,01:00 - 01:15,7015.20,16240.40,6568.80,6568.80,1999.51,1999.51
02-11-2021,2,01:15 - 01:30,6783.10,16201.50,6336.70,6336.70,1999.31,1999.31
02-11-2021,2,01:30 - 01:45,6611.70,15832.50,6165.50,6165.50,1999.53,1999.53
02-11-2021,2,01:45 - 02:00,6251.00,15847.50,5804.80,5804.80,1999.32,1999.32
02-11-2021,3,02:00 - 02:15,6171.60,15883.10,5724.20,5724.20,1999.35,1999.35
02-11-2021,3,02:15 - 02:30,6033.80,15576.10,5586.40,5586.40,1999.39,1999.39
02-11-2021,3,02:30 - 02:45,5960.80,15794.90,5513.50,5513.50,1999.24,1999.24
02-11-2021,3,02:45 - 03:00,5947.60,15766.30,5500.50,5500.50,1999.17,1999.17
02-11-2021,4,03:00 - 03:15,5929.60,15796.00,5482.30,5482.30,1998.11,1998.11
02-11-2021,4,03:15 - 03:30,5900.60,15832.00,5453.40,5453.40,1989.79,1989.79
02-11-2021,4,03:30 - 03:45,5940.80,15925.20,5493.50,5493.50,1989.62,1989.62
02-11-2021,4,03:45 - 04:00,5845.90,15823.30,5399.10,5399.10,1989.30,1989.30
02-11-2021,5,04:00 - 04:15,5623.00,16177.90,5222.60,5222.60,1799.15,1799.15
02-11-2021,5,04:15 - 04:30,5607.70,15290.70,5207.90,5207.90,1799.55,1799.55
02-11-2021,5,04:30 - 04:45,5736.10,15345.70,5336.70,5336.70,1799.53,1799.53
02-11-2021,5,04:45 - 05:00,5943.60,14812.60,5504.90,5504.90,1979.02,1979.02
02-11-2021,6,05:00 - 05:15,6629.50,13541.80,6042.80,6042.80,2188.78,2188.78
02-11-2021,6,05:15 - 05:30,6997.80,13021.20,6302.40,6302.40,2300.12,2300.12
02-11-2021,6,05:30 - 05:45,7378.60,12647.80,6451.60,6451.60,2430.52,2430.52
