date,hour,time,purchase bid,sell bid,mcv,fsv,mcp
2/1/2021,8,7:45,15517.4,11068.9,10638.3,10638.3,5000.48
2/1/2021,9,8:00,15153.9,11270.3,10680.5,10680.5,4969.38
2/1/2021,9,8:15,15417,11061.2,10920.4,10920.4,5989.9
2/1/2021,9,8:30,15252.3,10592.5,10459.5,10459.5,6600.03
2/1/2021,9,8:45,15166.9,10092,9959,9959,6600.26
2/1/2021,10,9:00,15091.5,9654.2,9521.2,9521.2,6600.5
2/1/2021,10,9:15,14775.7,9254.1,9121.1,9121.1,6600.53
2/1/2021,10,9:30,14756,9135.7,9002.7,9002.7,6600.65
2/1/2021,10,9:45,14769.3,9146.8,9013.8,9013.8,6600.56
2/1/2021,11,10:00,14947.3,9147.2,9004.2,9004.2,6600.48
2/1/2021,11,10:15,15290.3,8768.9,8625.9,8625.9,6600.72
2/1/2021,11,10:30,14434.1,8653.3,8510.3,8510.3,6050.29
2/1/2021,11,10:45,14556,8396,8253,8253,6050.48
2/1/2021,12,11:00,14472.1,8189.6,7896.6,7896.6,5600.51
2/1/2021,12,11:15,13920.7,8191.5,7898.5,7898.5,5600.49
2/1/2021,12,11:30,13572.7,8268.8,7975.8,7975.8,5600.22
2/1/2021,12,11:45,13277.9,8350.4,7987.39,7987.39,5529.3
2/1/2021,13,12:00,12594.3,8398.8,7868.28,7868.28,4882.02
2/1/2021,13,12:15,12547.2,8472.1,7703.31,7703.31,4834.36
2/1/2021,13,12:30,11508.9,8521.5,7450.9,7450.9,4258.14
2/1/2021,13,12:45,10897.3,8619.4,7448.8,7448.8,4000.83
2/1/2021,14,13:00,9899.2,9629.2,6995.7,6995.7,3465.31
2/1/2021,14,13:15,9651.6,10139.5,6848.1,6848.1,3200.02
2/1/2021,14,13:30,9597.7,10341,6796.5,6796.5,3199.05
2/1/2021,14,13:45,9643.7,11018,7001.7,7001.7,3058.39
2/1/2021,15,14:00,9769.2,11824.6,7150.8,7150.8,3033.87
2/1/2021,15,14:15,9976.8,11797.9,7447.6,7447.6,2998.37
2/1/2021,15,14:30,10260.2,12301.3,7732.5,7732.5,2989.73
2/1/2021,15,14:45,10610.5,13338.9,8081.8,8081.8,2989.83
2/1/2021,16,15:00,10819.4,12868.7,8291.9,8291.9,2989.88
2/1/2021,16,15:15,11317.6,12724.4,8790.1,8790.1,2998.59
2/1/2021,16,15:30,11647.8,12597.7,9110.2,9110.2,2998.62
2/1/2021,16,15:45,12123.6,12460.9,9481,9481,3058.05
2/1/2021,17,16:00,12613.6,11668.2,9798.3,9798.3,3200.68
